,t,Z_UM,Y_UM,X_UM,ID_I,ID_J,SL_UM,SUMINT
103,2,6.170538841797275,39.558975844800855,61.36290827119183,253247,253214,9.868625009816252,3948
104,2,5.34159371031809,24.00024772788325,77.74339458740899,253246,253199,9.69137684387554,3858
105,2,6.4410511958224514,40.00193839665879,56.26666209512764,253251,253219,5.019529317456551,3537
106,2,9.18494745377981,45.11511355318199,49.30543951287408,253249,253260,7.698433384154335,3596
107,2,6.631605074133325,45.338111565767804,42.79512819010058,253258,253206,8.151703498641375,3423
108,2,6.807764786128997,44.362656608702686,47.750729731519854,253257,253211,8.350181599219237,3338
109,2,7.549826281764238,44.96848604872208,53.01075409804562,253263,253221,9.30803812660458,3516
110,2,12.344398215907638,30.01623340511907,60.4319859818939,253264,253279,5.518097140437339,3692
111,2,8.370043655998748,25.846255150571892,88.39483906476673,253270,253216,8.725383680560775,3813
112,2,16.055996404608738,47.2392656027962,83.4322843143157,253275,253298,8.34885903003863,3172
113,2,14.914479212436751,26.801537202889712,80.51104206725647,253285,253286,7.409514130573565,4137
114,2,11.902064850594261,20.173335691860416,77.73525863043413,253291,253246,9.588451991586263,3649
115,2,16.055996404608738,47.2392656027962,83.4322843143157,253298,253275,8.34885903003863,3172
116,2,18.5,47.02143528877647,112.86946056865312,253306,253301,4.048564504805591,3263
117,2,2.7781506659612014,36.91033942421289,145.41005940617538,253178,253230,8.082737763640672,3400
118,2,2.4961360270371,22.4085688902033,52.23434095720312,253182,253202,8.133769730078527,3814
119,3,1.0658833185869967,23.386294556962504,61.567195778599846,253827,253830,2.3709517063818386,3728
120,3,2.200207913429421,28.055120112235365,87.1519756409001,253831,253847,10.315261456499323,3611
121,3,1.0658833185869967,23.386294556962504,61.567195778599846,253830,253827,2.3709517063818386,3728
122,3,1.7508813494814026,36.229358842105114,99.95051601223783,253833,253841,5.248446878431528,4338
123,3,0.8041292624109976,34.00541994031232,118.32814226013326,253832,253826,2.565496147337104,3849
124,3,1.7619608159055602,33.583244268616895,84.69996818938733,253838,253831,3.853860269711106,3485
125,3,2.1985245507372038,40.56583928246942,110.47803012119601,253843,253846,6.0303139453160535,3586
126,3,3.0427061830447286,38.24615639772114,109.89840390128518,253840,253862,9.027343479938114,4375
127,3,4.0138497942745115,42.27101208589063,106.72859862957867,253846,253880,7.658705309358257,3686
128,3,1.911888694513642,24.462038589409318,52.776234841456755,253845,253829,9.951417362793533,3537
129,3,4.804471082819288,30.32719863999395,47.148981895259695,253848,253887,10.485910802433297,3825
130,3,2.828608327103403,34.83458840053906,80.59211514464135,253855,253838,5.055472623081174,3368
131,3,2.4561079725069073,42.479848600231804,128.03958591853527,253858,253835,5.0104713480211895,3252
132,3,2.679512108418174,35.92269362855599,101.77923239494609,253856,253833,5.73634563556747,4608
133,3,3.0427061830447286,38.24615639772114,109.89840390128518,253862,253840,9.027343479938114,4375
134,3,3.148207500526686,25.333450057290896,55.7069697709308,253860,253845,4.077345789847748,3357
135,3,3.265989355194232,34.05325648647917,146.37829471474367,253867,253839,9.766039907406482,3355
136,3,3.5837260681070173,31.302509355886926,66.00707432920876,253866,253850,6.72466761282306,3342
137,3,8.816679536024514,22.50633167937563,85.76493287803635,253865,253926,8.474280011352457,3219
138,3,3.7998280235336135,43.52608279832084,47.194554185160094,253869,253853,6.229098482642319,3554
139,3,2.928961314446941,39.805976199441446,150.0623616396096,253874,253828,6.127325723366224,3632
140,3,5.49694817157905,39.40685472991792,79.44602721088486,253873,253886,4.53722687112228,3722
141,3,3.6780180453586198,38.4754452754698,88.70218415964774,253879,253834,9.037843036085173,4047
142,3,4.804471082819288,30.32719863999395,47.148981895259695,253887,253848,10.485910802433297,3825
143,3,5.49694817157905,39.40685472991792,79.44602721088486,253886,253873,4.53722687112228,3722
144,3,4.169352552246022,43.46280852095542,111.53349864244225,253890,253843,5.953167525474786,3524
145,3,4.655956122684146,26.762958612187276,97.831668371692,253895,253837,6.061414122417138,3400
146,3,6.073868848037238,42.114975363359875,59.99404612014217,253893,253875,6.092028867335547,3842
147,3,9.10595183559088,44.05239543135109,55.41390026889155,253903,253919,5.084908083551125,3572
148,3,6.314742800582502,43.69761197780025,59.576971166425906,253907,253870,5.333721470400243,3555
149,3,7.5104909437872145,41.61923913970446,51.86139622676396,253919,253869,8.090950445340946,3585
150,3,7.1981215446058675,39.17865276804072,77.96870551108664,253920,253855,10.0440374415622,3381
151,3,8.816679536024514,22.50633167937563,85.76493287803635,253926,253865,8.474280011352457,3219
152,3,7.885275423671374,18.103132429042695,59.33428598164984,253925,253859,10.09432089029657,3505
153,3,11.740610761070831,20.024794354426167,78.14273562192858,253942,253894,9.633625511600247,3695
154,3,10.866115132200466,29.8911537199899,97.06747049971653,253941,253883,10.788791309642427,3612
155,4,0.5559841949135528,31.94132662818001,87.46613049520693,254567,254572,2.7408506272142263,3564
156,4,0.0,29.45595658894618,88.9984254124735,254566,254567,3.384875713528829,3449
157,4,1.4503609822820098,37.63036749961124,149.05895119566634,254570,254585,6.065317937994915,3448
158,4,0.852134563580558,26.01934065282363,85.85049929004134,254575,254566,8.791345547270428,3367
159,4,1.0604538950179672,23.50075071289126,61.91054446825164,254574,254571,2.2664090355968725,3624
160,4,1.615199682794044,34.792390114294705,95.96631207099672,254577,254578,8.828274922678887,4224
161,4,0.6894547204407823,33.97316027377305,118.32630460190256,254576,254569,2.409426710570477,3802
162,4,2.265938974404504,23.72938271035139,79.09379637415407,254583,254591,0.0,3372
163,4,2.273551260897282,26.312972524048853,73.86904271577376,254582,254595,6.0888174994887345,3545
164,4,0.9018585091354422,36.88233534475796,101.59920109715986,254587,254568,6.08697606445374,3807
165,4,1.4503609822820098,37.63036749961124,149.05895119566634,254585,254570,6.065317937994915,3448
166,4,2.265938974404504,23.72938271035139,79.09379637415407,254591,254583,0.0,3372
167,4,2.273551260897282,26.312972524048853,73.86904271577376,254595,254582,6.0888174994887345,3545
168,4,2.186765746359015,26.12970165962043,81.0125222283051,254594,254575,4.576166297558578,3720
169,4,1.9647692544847204,24.560783864624362,67.83139545826779,254593,254574,10.171451690813372,3418
170,4,4.014082486377829,22.07375569649583,85.27405810670452,254599,254619,5.638837416544465,3549
171,4,2.2227779484320918,22.774199067177122,52.62753624502287,254598,254573,8.545537389932706,4007
172,4,4.0243385110842365,42.18641399754355,106.27540786148687,254596,254628,7.126089313030701,3704
173,4,3.280937551790313,38.83929486518262,104.30529811136536,254602,254605,3.4422213513762534,5035
174,4,3.280937551790313,38.83929486518262,104.30529811136536,254605,254602,3.4422213513762534,5035
175,4,3.9841675681354642,42.735679387106885,51.78912434637341,254611,254610,5.578402119794719,3891
176,4,3.9841675681354642,42.735679387106885,51.78912434637341,254610,254611,5.578402119794719,3891
177,4,4.014082486377829,22.07375569649583,85.27405810670452,254619,254599,5.638837416544465,3549
178,4,5.648474780802922,33.72419143744341,143.8682316633646,254630,254626,7.547129287699953,3176
179,4,4.0243385110842365,42.18641399754355,106.27540786148687,254628,254596,7.126089313030701,3704
180,4,8.85129569727601,41.47082001126478,45.59686724367626,254643,254656,5.9139684647342445,3370
181,4,5.605137446461361,43.82848922711783,62.18941304073336,254641,254612,3.395326276498183,3754
182,4,9.186170431355837,48.039489690667835,42.76650177900051,254647,254654,2.7357576688967344,3460
183,4,7.149060970434834,31.937820321785388,65.71193110866955,254651,254621,10.932371370301045,3722
184,4,5.195020461060954,31.12487883441085,99.72381139314052,254648,254577,8.929724465487958,4169
185,4,9.726795370604227,48.221389247583744,48.98438281084981,254652,254660,4.364429641416744,3572
186,4,10.02056070047407,45.04961375451817,49.07036560332857,254659,254658,2.8744121196810304,3519
187,4,10.02056070047407,45.04961375451817,49.07036560332857,254658,254659,2.8744121196810304,3519
188,4,9.726795370604227,48.221389247583744,48.98438281084981,254660,254652,4.364429641416744,3572
189,4,10.148326671011265,29.102574581240006,79.6218993969674,254677,254625,9.688664276271519,3750
190,4,14.650936743253913,24.098491296747525,77.15348750225691,254681,254670,5.392997547619167,3397
191,4,15.778111111060626,27.683196651396504,69.17781987650423,254680,254685,9.346232321047031,3654
192,5,3.7216716496903883,18.50146735012794,50.722079114881424,253446,253504,10.353940541401291,3430
193,5,0.9588243702179431,23.35367753233631,62.27638267368357,253444,253447,2.498976579316796,3491
194,5,1.0892182963073993,35.646534608839396,115.75328463485124,253454,253442,4.881634172379245,4357
195,5,1.5483893029625189,36.27977465134349,131.178752971709,253453,253445,3.347009279572573,3451
196,5,0.9403709992090632,40.76195509383443,146.29953151516028,253457,253443,3.261049159419332,3799
197,5,2.5399830739046347,38.07855484002501,100.93866628656598,253456,253476,3.631148433352176,4414
198,5,3.173154134902359,24.709202126373413,52.777471444938776,253466,253473,2.2226836403674444,4010
199,5,2.147190714614486,28.29667663292974,85.3140127937132,253465,253448,9.362813281176424,3302
200,5,2.092398495483405,19.967633234908924,59.25340722411122,253471,253444,9.105244682447818,3553
201,5,3.973818802355157,41.592317735359316,53.71211144755693,253469,253483,8.329179976134991,3664
202,5,2.700019039503352,37.84062400072736,109.766258782056,253468,253454,8.451262437215112,4794
203,5,2.4546009268029017,24.199275800632613,48.80056565623336,253475,253446,3.687155065651708,3624
204,5,3.025113445385281,41.278230273265265,134.2634567254903,253477,253461,2.7335289906555946,3843
205,5,2.5399830739046347,38.07855484002501,100.93866628656598,253476,253456,3.631148433352176,4414
206,5,3.4195808900652365,43.59110686100176,47.70171541831045,253483,253463,6.031039806794336,3614
207,5,3.1994559881810667,40.06508226449539,92.52589680539539,253487,253451,9.388456117986138,3887
208,5,3.932168887632682,22.073767909380052,86.81684489621915,253491,253464,3.2803169113818598,3634
209,5,4.011461876471007,43.25585675237838,59.75748814340914,253488,253469,4.770408770908017,3667
210,5,3.4857030329991012,36.31891452213263,80.31008757984327,253494,253452,7.316504440615192,3648
211,5,4.100018607048417,34.91262354557683,148.2402364384164,253506,253460,4.897106808419973,3395
212,5,6.025410307898731,14.181321230098764,53.00047895260373,253504,253503,0.7039356929696211,3439
213,5,5.0867598825995834,30.28727096032374,48.03295350275494,253511,253475,9.816539266026563,3810
214,5,3.958717995490228,43.56537892713753,143.08751535184092,253510,253457,7.318005988607047,3546
215,5,6.316843397582408,20.337197918655512,81.14596647852596,253518,253491,10.104147623451123,3683
216,5,6.487879413184049,44.08585056627159,60.01957156461689,253523,253488,5.611472588444412,3709
217,5,5.1160295602273855,31.037590453508063,99.61719991430613,253522,253450,8.628017028704352,3958
218,5,5.929164536757378,35.9085259646199,59.418599918393994,253520,253482,10.65104907305127,3390
219,5,6.7605944026883655,48.374631152308666,49.68920349597826,253526,253489,6.342933049726889,3399
220,5,6.8605085204387795,37.43282921516407,73.00147182014427,253525,253494,10.407876749743757,3746
221,5,8.917133029347756,38.69958597518259,58.711556291296816,253531,253519,10.385542761554278,3452
222,5,7.8329436576758065,47.99534704477169,50.73025449375953,253535,253502,5.3644912593149785,3483
223,5,9.858673449537546,45.1325077611224,44.217588297662985,253537,253526,9.0154604122027,3386
224,5,7.139446104674996,33.55880704782926,133.62963532780117,253543,253467,10.037117205092354,3263
225,5,10.757217827982402,41.80486757825891,42.42774588118308,253541,253537,3.076844776263461,3380
226,5,13.478942246275878,23.2674229294049,82.8670323167455,253551,253545,6.244545207823486,3833
227,5,15.739075591498956,24.369745263410962,75.52355617783962,253561,253565,0.08941229010985696,3654
228,5,15.739075591498956,24.369745263410962,75.52355617783962,253565,253561,0.08941229010985696,3654
229,6,2.280116876467984,28.405684775857438,62.32361841283536,254082,254119,10.104887000406286,3605
230,6,1.7254115022133547,37.02163207949242,95.60438928589376,254087,254097,8.17611614661837,4244
231,6,1.5642168303699955,34.57462823081811,95.99503632870835,254086,254087,8.587652300994845,4271
232,6,1.6611576547380444,22.768913172421854,67.80026582895252,254089,254084,8.099984818368204,3239
233,6,1.0438310627359486,35.633241891185385,115.82852691072722,254095,254078,4.705967253999599,4213
234,6,1.8068681570994274,33.647989222135934,84.86742709410967,254092,254091,3.19553935374981,3443
235,6,1.6531561667337653,36.082776237056244,99.79369374896561,254097,254086,4.966454135383651,4269
