167,42
165,41
164,40
163,40
162,39
159,39
158,39
157,38
157,38
155,38
155,38
154,38
152,38
150,37
148,37
146,37
145,37
143,37
141,36
140,37
139,36
138,36
137,36
136,36
136,36
135,36
135,36
135,36
135,36
134,37
133,38
133,37
133,37
134,36
135,36
135,36
135,36
135,36
135,36
137,36
137,36
138,36
139,36
140,36
141,35
142,35
143,34
143,34
143,34
143,34
144,34
144,34
145,34
147,34
147,34
149,34
149,34
150,34
150,34
150,34
150,34
