Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,ESTIMATED_DIAMETER,SNR,POSITION_Z_UM,POSITION_X_UM,POSITION_Y_UM
Cent_1a,1488,5,36.799713134765625,779.0,100.0,0.0,0.0,0,5.0,1,-10921639,71.32503457814661,71.0,18.0,161.0,51568.0,19.44616180553239,11.082227925182616,11.082227925182616,1.0651370358160257,0.0,140.34367084274663,18.01587558956953
Cent_1a,1443,5,43.81472396850586,782.0,99.0,0.0,1.0,1,5.0,1,-10921639,72.24619640387276,70.0,21.0,196.0,52234.0,22.938076856215503,11.031517030182668,11.031517030182668,0.943717666445153,0.0,140.88414711043373,17.835716833673835
Cent_1a,1338,5,50.551021575927734,783.0,100.0,0.0,2.0,2,5.0,1,-10921639,74.61964038727524,72.0,16.0,159.0,53950.0,23.193525254279823,11.142590847167305,11.142590847167305,1.0232100364949528,0.0,141.06430586632942,18.01587558956953
Cent_1a,1525,5,58.611263275146484,783.0,99.0,0.0,3.0,3,5.0,1,-10921639,76.91286307053942,74.0,18.0,173.0,55608.0,25.11032472349674,10.950606130675078,10.950606130675078,1.0434380661322393,0.0,141.06430586632942,17.835716833673835
Cent_1a,1293,5,61.96337890625,784.0,100.0,0.0,4.0,4,5.0,1,-10921639,76.85200553250345,73.0,19.0,196.0,55564.0,26.30892448856701,10.873195883231775,10.873195883231775,0.9996053108054482,0.0,141.2444646222251,18.01587558956953
Cent_1a,1393,5,65.63422393798828,790.0,99.0,0.0,5.0,5,5.0,1,-10921639,79.66113416320886,77.0,17.0,173.0,57595.0,27.292911468738993,11.166005570042417,11.166005570042417,1.0500974344129672,0.0,142.32541715759928,17.835716833673835
Cent_1a,1623,5,68.1265869140625,790.0,98.0,0.0,6.0,6,5.0,1,-10921639,79.38035961272476,76.0,11.0,191.0,57392.0,27.13770161929672,10.994688598876687,10.994688598876687,1.0587446725692002,0.0,142.32541715759928,17.65555807777814
Cent_1a,1576,5,66.40636444091797,791.0,100.0,0.0,7.0,7,5.0,1,-10921639,81.29045643153528,79.0,16.0,174.0,58773.0,26.780915915453782,11.059527749989917,11.059527749989917,1.1266165849817413,0.0,142.505575913495,18.01587558956953
Cent_1a,1673,5,65.30029296875,789.0,100.0,0.0,8.0,8,5.0,1,-10921639,81.29045643153528,78.0,21.0,171.0,58773.0,26.321078525055345,11.007766466463256,11.007766466463256,1.1315134620819427,0.0,142.1452584017036,18.01587558956953
Cent_1a,1813,5,66.41185760498047,791.0,99.0,0.0,9.0,9,5.0,1,-10921639,82.2240663900415,78.0,21.0,200.0,59448.0,26.809673421765783,10.977967343611805,10.977967343611805,1.1515358295801832,0.0,142.505575913495,17.835716833673835
Cent_1a,1725,5,77.1463623046875,789.0,99.0,0.0,10.0,10,5.0,1,-10921639,83.64315352697095,80.0,16.0,173.0,60474.0,28.957508597407312,10.922195758254524,10.922195758254524,1.1342747009925873,0.0,142.1452584017036,17.835716833673835
Cent_1a,1904,5,77.18982696533203,790.0,97.0,0.0,11.0,11,5.0,1,-10921639,82.96957123098201,77.0,19.0,194.0,59987.0,29.47197670258529,10.966929428456746,10.966929428456746,1.0736577379224268,0.0,142.32541715759928,17.475399321882445
Cent_1a,1769,5,81.8957748413086,792.0,97.0,0.0,12.0,12,5.0,1,-10921639,83.72337482710927,79.0,14.0,188.0,60532.0,30.917069731511287,5.16963749114706,5.16963749114706,1.0737355577629828,0.0,142.68573466939068,17.475399321882445
Cent_1a,1857,5,82.62379455566406,793.0,100.0,0.0,13.0,13,5.0,1,-10921639,83.65698478561549,79.0,18.0,186.0,60484.0,29.757117731995397,5.1713709740595215,5.1713709740595215,1.107398654171457,0.0,142.86589342528637,18.01587558956953
Cent_1a,1950,5,77.49474334716797,793.0,98.0,0.0,14.0,14,5.0,1,-10921639,81.7731673582296,77.0,18.0,202.0,59122.0,30.47411142884682,5.198074015397817,5.198074015397817,1.022064378277066,0.0,142.86589342528637,17.65555807777814
Cent_1a,1999,5,84.12357330322266,794.0,97.0,0.0,15.0,15,5.0,1,-10921639,83.39557399723375,77.0,21.0,200.0,60295.0,30.710218864577246,5.147455389910938,5.147455389910938,1.0669837389688837,0.0,143.04605218118206,17.475399321882445
Cent_1a,2053,5,81.85525512695312,793.0,96.0,0.0,16.0,16,5.0,1,-10921639,81.79253112033194,76.0,15.0,203.0,59136.0,30.73659155602756,5.105135864535707,5.105135864535707,1.0258587750244803,0.0,142.86589342528637,17.29524056598675
Cent_1a,2279,5,83.52259826660156,794.0,97.0,0.0,17.0,17,5.0,1,-10921639,82.44951590594744,76.0,17.0,212.0,59611.0,31.722718934223348,5.127658970030504,5.127658970030504,0.9932178299268514,0.0,143.04605218118206,17.475399321882445
Cent_1a,2094,5,80.6809310913086,796.0,101.0,0.0,18.0,18,5.0,1,-10921639,81.88105117565698,76.0,18.0,187.0,59200.0,30.53084744950448,10.9811066560536,10.9811066560536,1.0174455313403767,0.0,143.40636969297347,18.196034345465225
Cent_1a,2233,5,83.94153594970703,796.0,98.0,0.0,19.0,19,5.0,1,-10921639,81.48824343015214,76.0,17.0,197.0,58916.0,31.90061284393728,5.102383165053853,5.102383165053853,0.9673355478850543,0.0,143.40636969297347,17.65555807777814
Cent_1a,2139,5,79.20052337646484,795.0,99.0,0.0,20.0,20,5.0,1,-10921639,81.24343015214384,77.0,12.0,203.0,58739.0,30.32655045427993,5.125175778136642,5.125175778136642,1.0195043971358535,0.0,143.22621093707775,17.835716833673835
Cent_1a,2189,5,80.42851257324219,795.0,99.0,0.0,21.0,21,5.0,1,-10921639,81.4896265560166,76.0,19.0,211.0,58917.0,31.234540158145727,5.101523672923697,5.101523672923697,0.9882138407808241,0.0,143.22621093707775,17.835716833673835
Cent_1a,2323,5,61.51686477661133,796.0,99.0,0.0,22.0,22,5.0,1,-10921639,76.33056708160443,75.0,19.0,208.0,55187.0,26.522085984492815,10.98560986689334,10.98560986689334,0.9882367092955677,0.0,143.40636969297347,17.835716833673835
Cent_1a,2372,5,48.219295501708984,797.0,99.0,0.0,23.0,23,5.0,1,-10921639,72.28769017980636,68.0,20.0,182.0,52264.0,23.72464853230581,10.797354535001796,10.797354535001796,0.9561159113185982,0.0,143.58652844886916,17.835716833673835
