,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity_normalized,diameter,contrast_normalized
270,4.12911059266687,0.154312928941871,29.768698778407803,30.25522207602,31.1396587207281,27.274448928406,14,14.0,0.614125227702257,5.405674444688799,0.240040037367234
191,3.17545065277774,0.102540389255199,17.0212486381988,23.7515819291255,23.7515819291255,15.638876802386598,12,13.0,0.598187182288259,5.806807621905611,0.269548851304838
9,2.34540425896717,0.454811451496962,12.5805336123826,10.0066261959841,12.5805336123826,8.62789331687552,4,5.0,0.237606108517563,6.164238242241441,0.455555263344787
395,1.97091031523274,0.0441627902628065,35.1267251943084,36.6827606782316,36.6827606782316,31.7446737468018,7,7.0,0.422688015360269,5.23672101273802,0.182337826014647
200,5.197771174875401,0.18838839793969,34.0309360559959,40.702378513312794,41.305181543930104,32.604762931611,13,13.0,0.648667896859965,5.1802514862334,0.136888231775423
172,1.81397813516018,0.145674935527871,27.5817635202285,45.5927576388388,45.5927576388388,26.725072618807395,11,11.0,0.848301804718664,5.19257544108769,0.414111426717604
178,5.805780206318491,0.0810332536164556,47.7043600198968,27.7476439125588,47.7043600198968,27.7476439125588,18,18.0,0.919292114459889,5.14245694960655,0.383021250564503
327,3.62302749516235,0.088055634687556,42.6628238207554,31.6454268586623,51.297806580097294,31.305526417799395,16,16.0,0.624722751341828,5.68796219151577,0.23863952420032
107,5.21819269605169,0.291011899931391,35.84961336765821,45.897512154881895,45.897512154881895,32.4654751295077,13,13.0,0.502212535474524,4.3549152512448694,0.276953454871778
358,4.22674226835206,0.205082617614916,25.429956297797197,43.7774142905989,43.7774142905989,25.429956297797197,16,16.0,0.505262527001577,4.79594511996385,0.329374181987809
357,5.81276850449192,0.131766816806854,44.1348798317871,32.8613246583087,46.23643557589789,32.8613246583087,15,15.0,0.536520713978537,5.69175405427639,0.31289525636224
201,4.92665528956648,0.217873312272004,20.1603238212589,27.7377515263695,27.7377515263695,17.9412502076512,12,12.0,0.54959867890472,5.59354984509485,0.125992320050723
225,3.42026677689514,0.0909205386684268,33.2342987520517,48.69161912146621,48.69161912146621,28.8615688549266,16,16.0,0.801884690644373,6.22460585667486,0.389392875266997
90,3.13423461739194,0.238286143679931,31.3888463686702,35.9114756576281,35.9114756576281,25.2780435268778,20,20.0,0.973465544257871,4.5220665293999405,0.411872404829338
406,2.1529358618941,0.0607352378363047,26.144428730697197,20.9299469026481,26.851980801855397,20.682890347442104,9,9.0,0.575759133576863,5.27624530163661,0.368024571070416
204,4.61217979832008,0.106491958862433,22.2320706174919,58.867424495916005,58.867424495916005,22.229754835226696,13,13.0,0.522093858450709,4.4537153211786,0.305022216157827
48,3.9120286601049297,0.1246328377967,34.0992060231261,25.925978119448,37.0716583130595,24.3411055099971,16,16.0,0.809618081129132,4.41830686632083,0.275486360578809
212,4.20015123778157,0.120257413811369,22.647234922648302,45.0489010043362,45.0489010043362,22.647234922648302,18,18.0,0.823663373398177,4.18273600582737,0.342711824236931
369,5.34332717092266,0.115792054253266,35.3933191143185,37.361511472774296,37.361511472774296,28.135801160429303,15,15.0,0.567350706613347,5.27981441958229,0.303351195711917
160,6.748319080567531,0.158081656045418,13.9082796000599,47.74135021759971,49.9526463208138,13.9082796000599,21,21.0,0.93488127073887,4.67520864465726,0.414734597944953
282,7.17608658056777,0.0688088188190077,37.1756477937675,38.3207446575419,38.3207446575419,32.4379435117535,11,11.0,0.485604102097679,6.647498182446711,0.386233365048338
131,3.2297115653948802,0.0989457246853844,41.587841611745894,44.7866551613877,45.000267176439294,30.0452763812049,18,18.0,0.823075617596707,4.34860945591855,0.366938014454701
267,3.9020333239031504,0.105682687080044,27.7306067316113,31.7421417557322,31.9780638765125,23.9172819234125,12,12.0,0.672883977837309,4.68961228243188,0.323549352170882
78,3.7620402492553104,0.0438359157287713,32.2846773658053,49.549337077074604,49.549337077074604,32.2846773658053,9,9.0,0.675153935763022,5.37574058412847,0.0959699070264132
407,3.66430694447052,0.10778419602829,35.809704156649794,34.6210156371047,35.809704156649794,28.083688385127896,11,11.0,0.551247386346223,5.293974380193211,0.293807677037267
325,3.29381983975319,0.0773918996566221,28.4628986812562,39.587482689375,39.587482689375,28.4628986812562,11,11.0,0.832241736405293,5.54756242114605,0.476596462258316
14,1.5,0.0,5.0,5.0,5.0,5.0,2,5.0,0.0204282684883566,8.49225773332196,0.892437548129308
16,0.853912563829967,0.0,24.0,23.0,26.0,22.0,2,5.0,0.00907500135934725,8.500924158947969,0.923842194585127
317,4.24098699082253,0.182361652221648,51.2476294634719,37.14045013600779,51.2476294634719,33.1156134392246,15,15.0,0.617429054438145,5.16007574805259,0.31532089698957
154,4.354675257574129,0.0610176826855358,24.0115729987729,34.568966854714,34.568966854714,23.25518989168,13,13.0,0.659576552916246,5.81043088848512,0.357764626869583
124,3.5374490193608703,0.0921216285752217,38.8743736234064,34.1265191652777,38.8743736234064,30.7163714532027,13,13.0,0.78247645034099,5.71257110554393,0.372268724019605
340,5.390711984117599,0.120325912451635,20.601406585380303,38.2088560418598,38.2088560418598,20.601406585380303,13,13.0,0.550386054581494,5.2924708149418604,0.219315115657706
137,3.06415391846615,0.181856065026402,28.2030771516419,41.8045446353348,41.8045446353348,23.105629914268604,16,16.0,0.829018363349947,4.44945518653864,0.383465005211453
139,5.10232336912592,0.226870661308079,39.6237046677799,38.0416287321237,41.9317343788514,32.5720035474652,21,21.0,0.750786832481123,6.00137194657673,0.246506562927182
110,6.62850531499349,0.117007693607647,40.0210754381716,29.644309125721602,40.0210754381716,24.958505492203003,16,16.0,0.510708977787444,5.01656933372578,0.262761668890618
218,4.42676879830512,0.259562839000417,29.753599206851803,42.7046391781898,42.956543105586704,21.2951613346545,21,21.0,0.813487689258192,5.779016305092981,0.315307892953621
382,3.7430918445746295,0.0764349359607695,39.274385463568,36.7379406545848,41.0961011705086,32.6911386725216,12,12.0,0.747450606268814,4.80471875641982,0.392102905144591
1,4.258308233601809,0.171754809134895,29.7314992995334,11.9835543481001,32.5860121238321,11.9835543481001,11,11.0,0.652374902992047,4.6588902773645,0.0239505025656657
4,9.53644182795699,0.0789167483492798,38.2424135674437,26.2239186096243,38.2424135674437,26.2239186096243,7,10.0,0.625209051109804,5.30474942119012,0.033702104284573
27,3.1599453517351,0.0713673551641522,30.412711212487398,24.427651133926396,30.9058456468161,24.427651133926396,7,7.0,0.630524227802568,4.36589790904337,0.152801106714852
29,6.63433081887658,0.0663613271203936,38.3462554188229,21.2146233961377,38.3462554188229,21.2146233961377,12,12.0,0.676078907424958,4.57442483125646,0.0625176329752585
30,5.67459515676486,0.0793139133633045,40.4046695877718,4.44805472139404,40.4046695877718,4.44805472139404,14,14.0,0.903437629976534,4.45025591526814,0.130522062950291
36,4.09755198781663,0.154277727398288,37.5125566194288,8.33286355397607,37.5125566194288,8.33286355397607,13,13.0,0.86401967063549,4.3452874901274,0.155784770775605
37,5.32731205244963,0.115183608283343,35.6147752508052,13.0798067965098,35.6147752508052,13.0798067965098,11,11.0,0.900986144545558,4.27572177224174,0.163405700700734
38,4.36317327716306,0.169552226198625,52.1018516539787,2.23616037630723,52.1018516539787,2.23616037630723,14,18.0,0.882542522849389,4.44058034914367,0.190843955377739
41,4.79643616721651,0.129299877206472,46.0444359830204,8.73586086671783,46.0444359830204,8.73586086671783,13,13.0,0.515590502832412,3.75612768913127,0.0761823571927586
43,3.19580537624072,0.0924673266725894,38.2995298640801,21.4902894436933,38.2995298640801,21.4902894436933,11,11.0,0.757023705366043,4.68766923046903,0.147657240293302
49,3.2731674526419,0.219956058484962,26.822508632139698,17.7196871826505,26.867622723418002,17.7196871826505,13,13.0,0.811684288748396,5.210541019981471,0.325060860644376
54,3.19921171767319,0.0752950712046405,41.2418855478459,17.4322284594554,41.2418855478459,17.4322284594554,12,12.0,0.709282230500403,4.657749415864569,0.170881992127904
59,4.87561416422622,0.048078855828443,38.4530508226748,28.0401531788351,38.580573801668,28.0401531788351,11,11.0,0.974584092743487,4.47851244499525,0.37141348335043106
60,4.07638585185293,0.0740610474905611,37.72864396355449,30.704210856866602,37.72864396355449,30.704210856866602,7,7.0,0.825138040952933,5.554642456681349,0.183479460176505
61,3.6608095863066303,0.102647679701457,36.6091610481938,16.4167298316389,36.6091610481938,16.4167298316389,9,9.0,0.617134529229259,5.53704462670823,0.0903182191992006
64,3.47847904441108,0.0851782929073517,31.784232554888803,23.3082064742205,31.784232554888803,23.3082064742205,7,7.0,0.901038008866365,3.73517180599261,0.220109189965438
66,4.86033310568817,0.0874108672933013,38.715274359216494,32.6677714196881,38.87475205116049,32.6677714196881,9,9.0,0.705580243496142,5.78564089427235,0.195224434368281
67,6.98660531914788,0.149877943756626,38.046609333477,26.3281414185825,38.046609333477,26.3281414185825,8,10.0,0.654444076459568,4.69129007212733,0.0441188042804713
76,4.99667939443735,0.114665168221064,37.2488211231124,19.555798522889198,37.2488211231124,19.555798522889198,11,11.0,0.886829314292081,4.45899459806934,0.353698917442343
82,3.6112261075135104,0.137441116143241,40.724268421419296,17.3751138574965,40.724268421419296,17.3751138574965,12,12.0,0.614449992946605,4.02523684510635,0.0399457354074791
83,7.39514612622812,0.0995847258301547,39.3403928840547,26.2801469466958,39.3403928840547,26.2801469466958,11,11.0,0.751652794988781,4.5815659773216,0.183319972996181
86,4.34475356148526,0.202694342231667,35.5146688008928,21.519160817399,35.5146688008928,21.519160817399,9,9.0,0.72042596171749,4.46146565754992,0.401727070132543
89,6.17630916342147,0.127935231382235,39.378481537191504,27.9619279144587,39.378481537191504,27.9619279144587,10,10.0,0.639031551682378,5.23797418509403,0.185590145890425
91,3.57116948753342,0.416906155483907,32.7399431107963,6.482180780705921,32.9436265917977,5.4542452387540905,21,21.0,0.943199062791951,4.391866715237271,0.391875143899219
99,5.558783613096559,0.244772089149006,43.39391144248779,4.05269655035735,43.39391144248779,4.05269655035735,20,20.0,0.85250189717576,4.88975029704161,0.241225382576165
105,3.39934888966869,0.254497266236254,24.676199957731104,11.3479192974075,25.808509639952998,11.3479192974075,12,12.0,0.794285940255106,4.55202482887366,0.352154324843532
123,4.037197262742009,0.261524507932929,33.5836359905464,13.3164781214552,33.5836359905464,11.696554281375501,18,18.0,0.763210924450566,5.21937648129315,0.265255073290497
132,4.58008526988193,0.318736457674667,26.1453527623985,7.947773237144589,27.97380680396,6.896433976131929,15,15.0,0.851282070293899,4.5799288916249505,0.375306776869947
138,6.034468167443269,0.315656999899527,27.832304834321103,7.99614693743238,28.8037915306362,5.08923245297035,16,16.0,0.781756186753234,5.72517845497629,0.324662307665979
147,3.8198954162723497,0.109394997190882,29.3635011261159,17.0543757644597,29.3635011261159,17.0543757644597,13,13.0,0.45561237351893,5.28552848005801,0.400131784558561
153,5.00443075461189,0.055417566865565294,29.590797968417302,23.294451823615198,30.926958675486603,23.294451823615198,12,12.0,0.713613737809128,6.13662885937218,0.288208699537446
162,7.00910259437882,0.151381559942203,34.4387464848211,5.00321500298976,34.4387464848211,5.00321500298976,19,19.0,0.932563226179862,4.99920933378764,0.470829567568713
169,3.59777388822608,0.201174214727308,33.9233499926825,9.79404570932247,33.9233499926825,9.79404570932247,17,19.0,0.88189003623278,5.22134849901534,0.389072422815129
192,3.7438710021476496,0.13819936314666,32.7619478569528,22.1997131675911,32.7619478569528,22.1997131675911,12,12.0,0.571406998413271,6.07410636088174,0.205838966680549
198,5.310132022747481,0.122238857045371,30.717382490012998,16.811839415885903,30.972623758000804,16.811839415885903,15,15.0,0.501890946341117,5.72880399282951,0.225628162834058
211,4.7339058028506,0.0975531944247361,32.4940596323939,16.0565336789698,32.4940596323939,16.0565336789698,16,16.0,0.844774034139738,4.7236224156599995,0.340807752530638
216,4.55430097210753,0.324430633233655,28.081457670166802,6.214704258644179,28.081457670166802,4.65306026377194,16,16.0,0.774169544834093,6.45739156022843,0.313031795240518
221,4.44436193538837,0.0884818137666616,30.000271704604103,21.806849214409,31.8410596718259,21.806849214409,11,11.0,0.532045420064876,6.306330646379731,0.474245834774481
228,5.30585756608074,0.149510668426457,33.4645478708347,6.31717721283979,33.4645478708347,5.08461641701037,19,19.0,0.886422487908872,5.14416555965796,0.353122374144255
234,6.69217751539373,0.0915460492165618,25.049521701603602,11.841327047597101,25.049521701603602,11.841327047597101,14,14.0,0.623088469605822,5.48322050863836,0.244786068061457
245,4.21733429369287,0.313692657956174,24.9499930947194,10.488116562460199,25.5249653518364,10.488116562460199,13,13.0,0.803661551519962,4.9379309741433,0.418846211246681
249,6.23932066930434,0.33091098385678,30.599735890180604,8.60849011796418,30.599735890180604,8.60849011796418,13,13.0,0.711384886547885,5.81707114397115,0.335711312378099
253,4.34748158627542,0.114909545892995,32.3346183409289,25.0222017909514,32.3346183409289,25.0222017909514,12,12.0,0.663371788560607,5.830603878672759,0.362880478919134
262,8.90212706420884,0.0904702939665855,26.6242966323515,12.5921522132225,27.7934466520407,12.5921522132225,13,13.0,0.66994151415279,4.46199896807784,0.282128396765461
266,5.50463134215242,0.0669427050817834,36.7097296081257,34.391492052260496,37.935798007741,33.1513467146654,14,14.0,0.508702032932883,5.4787242488057695,0.229269109006584
269,4.71487980258342,0.109676982743032,38.5929658543659,31.406916009859,44.0649839651372,31.406916009859,14,14.0,0.592127107485128,5.25898643661709,0.206550411926797
272,5.1526839606541,0.0895232317662259,35.2147139570915,13.9157780700444,35.2147139570915,13.9157780700444,18,18.0,0.822948745199033,4.58617713517738,0.340004586644929
279,3.2257133710076,0.129927105376229,32.0202280522762,13.6385694701825,32.0202280522762,13.6385694701825,16,16.0,0.803791967078044,5.04152677349349,0.340881065569489
283,7.89526741732542,0.14556126231912,23.028248994084397,11.7194890621508,24.156183332638,11.7194890621508,11,11.0,0.520577663588395,6.39305726083976,0.320230450135292
300,4.5934425031188395,0.350971517805312,27.919209578565802,5.15558460324922,27.919209578565802,3.9579286543283,15,15.0,0.864645747079522,4.8869390703621605,0.296743815742839
304,5.074266959527651,0.164634394353313,34.9303659621731,24.5165329941319,34.9303659621731,24.5165329941319,14,14.0,0.519386596672648,4.85730855795363,0.274782984812374
306,4.35332039317422,0.102092544624805,27.9320510417426,18.8522291514886,31.9636971843443,18.8522291514886,11,11.0,0.747416194824291,4.78088467827441,0.401150945082216
310,5.296980750962,0.3418068562,39.7907644476161,5.53158496754514,39.7907644476161,5.53158496754514,21,21.0,0.934958947717038,4.99436526806733,0.310782481476441
318,4.31384054460898,0.257838672152828,30.1705705634025,15.8697444688426,30.1705705634025,15.8697444688426,12,12.0,0.672217540026594,5.88601723991141,0.398633951425757
322,3.1836122488244505,0.0919746514467455,26.7682721872858,22.4029551704881,30.489143613232997,22.4029551704881,11,11.0,0.847466424126187,5.77194446545843,0.52616800049606
328,4.535468743806651,0.0785527990993712,27.703598047112003,18.7089918149505,28.123993979808397,18.7089918149505,12,12.0,0.679905447594479,5.54496477577368,0.355319994653211
335,4.98455957892571,0.185597683260838,30.3592668120317,16.126737168666597,30.3592668120317,16.126737168666597,13,16.0,0.67075560218205,5.19003678199625,0.332342483804641
338,4.67418134016713,0.0801041320112883,28.5814289332411,18.4744146947955,29.3240678118853,18.4744146947955,11,11.0,0.468569423093083,5.50784122254109,0.255083952014499
368,1.64829992408794,0.138890293626138,28.205179747853798,23.0203837705858,28.205179747853798,21.8710690155616,7,7.0,0.393130954205185,6.07338465381716,0.202811544449055
372,3.12402554332259,0.149287048443462,27.281321834668397,17.2625587433403,27.281321834668397,17.2625587433403,10,10.0,0.533141500620357,5.28148131848877,0.325687648409963
374,2.51058014936355,0.114675269861945,26.078526466511,21.87356027606,26.078526466511,21.87356027606,10,10.0,0.749065092384272,4.9312466961790005,0.465197168304553
379,2.98040753071379,0.164488214278558,33.6970531418551,19.406528958356,33.6970531418551,19.406528958356,14,14.0,0.627388990771269,5.501739734956759,0.312481178540256
394,5.99846780592566,0.167124256901762,33.3527698951706,17.618577375190302,33.3527698951706,17.618577375190302,16,16.0,0.572586458595935,4.51427996715901,0.289357274458309
397,3.32663895578968,0.206764577916235,24.4395210512498,22.5110025812427,26.2211217111938,22.3034195295225,10,10.0,0.43568706346421,5.08212635292735,0.329890921950465
401,3.56302008436052,0.162915778828459,23.5191286846594,23.783997530008502,25.8850170200336,23.5191286846594,11,11.0,0.683917709552525,5.49846146771571,0.332652993651576
413,3.3003027349866896,0.0994216713448318,27.3426275261276,22.521675000099698,27.3426275261276,22.521675000099698,9,9.0,0.662849431651674,5.5189501956918,0.336849137769809
419,2.6814825530803303,0.239537858841738,24.264304626680197,20.157118268944302,25.151558027908695,20.157118268944302,9,9.0,0.571922644086675,6.369050742991179,0.42364064431039694
421,3.58327306130421,0.176308305951712,28.3803744678989,25.1425426100629,28.8293829337843,25.1425426100629,9,9.0,0.643646411570763,6.5026866161496795,0.59627639806062
424,3.30120756696936,0.0902873948494366,26.9258240356725,20.737652266231603,26.9258240356725,20.737652266231603,11,11.0,0.417102069667776,7.140916687036801,0.626638672427014
