Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,ESTIMATED_DIAMETER,SNR,POSITION_Z_UM,POSITION_X_UM,POSITION_Y_UM
Cent_1a,850997,8,116.6474838256836,253.02335657436385,24.862064577683054,6.308199774419417,10.0,10,2.0,1,-10921639,76.13698630136986,73.0,60.0,120.0,5558.0,13.513691687089011,3.250308058601786,3.250308058601786,0.8214832980288967,3.1540998872097084,136.9087328206839,13.478829302950324
Cent_1a,855673,8,101.90245056152344,252.01411291573515,24.54598481772337,6.4430508499862595,11.0,11,2.0,1,-10921639,75.79452054794521,71.0,59.0,115.0,5533.0,13.029836385207085,3.2511024195055636,3.2511024195055636,0.8164858005568869,3.2215254249931298,136.36263987384734,13.307468428341448
Cent_1a,852507,8,111.45829010009766,250.68786493543237,24.085914843453466,5.980345195256167,12.0,12,2.0,1,-10921639,75.42465753424658,71.0,57.0,117.0,5506.0,12.889398969070127,3.2638846754491064,3.2638846754491064,0.8596600754371794,2.9901725976280833,135.6450186516505,13.05804406411696
Cent_1a,854155,8,114.13518524169922,251.03161363724777,23.880160048219825,6.651783853211153,13.0,13,2.0,1,-10921639,74.83561643835617,70.0,59.0,120.0,5463.0,13.205652933739879,3.2532358411546825,3.2532358411546825,0.7475079629610463,3.3258919266055766,135.83101807799386,12.946495252289516
Cent_1a,857181,8,139.52505493164062,249.27314919636842,21.920132911513942,6.304783775075159,14.0,14,2.0,1,-10921639,78.46575342465754,74.0,59.0,135.0,5728.0,16.632533541042744,3.240080016251851,3.240080016251851,0.7535794358634769,3.1523918875375796,134.87952829629748,11.883877498954442
Cent_1a,858729,8,135.88449096679688,247.98172440128232,21.869688706255832,6.337559543415219,15.0,15,2.0,1,-10921639,78.63013698630137,72.0,62.0,137.0,5740.0,15.873201428574049,3.2398892401807715,3.2398892401807715,0.7772804528192735,3.1687797717076096,134.18074959609285,11.856529455115501
Cent_1a,860273,8,141.85183715820312,246.9160386497921,21.61694291728933,5.240550807965479,16.0,16,2.0,1,-10921639,79.20547945205479,73.0,61.0,132.0,5782.0,16.87121060672225,3.255105936498234,3.255105936498234,0.7948466307010051,2.6202754039827396,133.60411632477386,11.719504738770063
Cent_1a,864938,8,143.5153045654297,246.82515144732125,21.26200636223978,5.464878828160717,17.0,17,2.0,1,-10921639,78.08219178082192,71.0,58.0,137.0,5700.0,17.612143399636974,3.255710038115051,3.255710038115051,0.7265712755536267,2.7324394140803583,133.55493805171494,11.52707786995787
Cent_1a,868026,8,157.5424346923828,245.92617430560156,21.172670677133656,5.281225849110375,18.0,18,2.0,1,-10921639,79.45205479452055,72.0,59.0,147.0,5800.0,17.956769921034123,3.24954144817026,3.24954144817026,0.7605265484339137,2.6406129245551875,133.06850935606434,11.478645027767907
Cent_1a,863366,8,133.34695434570312,245.63326263800906,21.366312153989504,4.4452569643665765,19.0,19,2.0,1,-10921639,78.43835616438356,73.0,60.0,130.0,5726.0,17.410873279976073,3.259200839647561,3.259200839647561,0.7449840963329856,2.2226284821832882,132.9100174058293,11.583626671764362
Cent_1a,869588,8,161.7491455078125,243.6818502802628,21.40170477668545,3.670274331895694,20.0,20,2.0,1,-10921639,81.13698630136986,75.0,56.0,143.0,5923.0,19.913224994469513,3.2577792178840173,3.2577792178840173,0.8023760790487972,1.835137165947847,131.85412518810378,11.602814584273068
Cent_1a,861799,8,158.7674102783203,243.4324017936438,23.135067944293038,4.605410779499697,21.0,21,2.0,1,-10921639,81.02739726027397,75.0,59.0,139.0,5915.0,20.21205127498865,3.2507578251408464,3.2507578251408464,0.7627631377010261,2.3027053897498484,131.7191507862564,12.54254773407656
Cent_1a,866486,8,167.27130126953125,243.52182279493243,23.04599422297154,4.7471393223666185,22.0,22,2.0,1,-10921639,81.53424657534246,75.0,60.0,145.0,5952.0,20.029895844698427,3.254576343901238,3.254576343901238,0.7724732262024954,2.3735696611833093,131.76753571063543,12.494256914087751
Cent_1a,871181,8,190.66989135742188,243.06187880377777,24.094558225681748,4.890968658696404,23.0,23,2.0,1,-10921639,82.05479452054794,73.0,61.0,167.0,5990.0,20.540536081773435,3.2388875991053445,3.2388875991053445,0.7966314030873496,2.445484329348202,131.51866402602096,13.06273002546547
Cent_1a,872689,8,167.34426879882812,242.45026217461532,24.109671096453084,4.7544956463066,24.0,24,2.0,1,-10921639,80.83561643835617,74.0,60.0,147.0,5901.0,19.974298554385488,3.2539789398095103,3.2539789398095103,0.7728064015352561,2.3772478231533,131.1877235990012,13.070923383855634
Cent_1a,875830,8,144.697509765625,241.49721911313003,24.437444728451222,4.384775805303188,25.0,25,2.0,1,-10921639,81.05479452054794,74.0,60.0,133.0,5917.0,19.521277857591773,3.2570813341211684,3.2570813341211684,0.7865005524358291,2.192387902651594,130.672040305419,13.24862402580782
Cent_1a,878946,8,143.6708984375,241.2673354931387,24.503673659980493,4.083120810819435,26.0,26,2.0,1,-10921639,79.67123287671232,74.0,57.0,136.0,5816.0,17.1683290412904,3.2572221416885747,3.2572221416885747,0.7934686914054584,2.0415604054097174,130.54765228237102,13.284529670739703
Cent_1a,874229,8,127.10623931884766,243.22336156138573,25.684718012238136,3.65063646330736,27.0,27,2.0,1,-10921639,78.17808219178082,73.0,61.0,124.0,5707.0,14.582468989388735,3.2619214346581686,3.2619214346581686,0.8847684281170292,1.82531823165368,131.60604093863415,13.924826262905414
Cent_1a,877378,8,124.44790649414062,242.77168331054435,25.34013747471893,3.9553565675027786,28.0,28,2.0,1,-10921639,77.0958904109589,73.0,57.0,126.0,5628.0,14.939846406656597,3.249193137436118,3.249193137436118,0.7939923781215971,1.9776782837513893,131.3616417740567,13.73801385109512
Cent_1a,880534,8,109.76222229003906,242.73576407506263,26.569449035958392,4.089389838448046,29.0,29,2.0,1,-10921639,76.98630136986301,73.0,63.0,120.0,5620.0,12.686928039308075,3.2574146485022255,3.2574146485022255,0.805047058317892,2.044694919224023,131.34220618881955,14.40447824074052
Cent_1a,882071,8,132.44485473632812,242.08195475786047,25.95066202242173,3.7120883843278247,30.0,30,2.0,1,-10921639,78.86301369863014,75.0,64.0,133.0,5757.0,14.137533837756102,3.252662311555966,3.252662311555966,0.8567982108931036,1.8560441921639124,130.98843566606467,14.069006321090301
Cent_1a,883678,8,124.97828674316406,241.6644916316984,25.801671493387033,4.508106235175978,31.0,31,2.0,1,-10921639,78.76712328767124,73.0,59.0,125.0,5750.0,15.76257923404634,3.249759562927352,3.249759562927352,0.7096525441941217,2.254053117587989,130.7625500072227,13.988231938804383
Cent_1a,888396,8,117.77034759521484,240.8347580127358,25.58360590167534,4.4691131931590915,32.0,32,2.0,1,-10921639,79.3013698630137,76.0,61.0,120.0,5789.0,14.355298026538698,3.2644229376563443,3.2644229376563443,0.8336263208520482,2.2345565965795458,130.31358837819022,13.870008897498025
Cent_1a,886856,8,110.87247467041016,240.1373768050622,26.68226344814838,4.807467604812491,33.0,33,2.0,1,-10921639,77.52054794520548,74.0,62.0,124.0,5659.0,13.561700144402879,3.2588715125559196,3.2588715125559196,0.7261972996204443,2.4037338024062453,129.93624148528593,14.465639943545623
Cent_1a,890019,8,123.75137329101562,240.76078970782476,25.722958871820765,4.86072037992046,34.0,34,2.0,1,-10921639,78.34246575342466,75.0,62.0,127.0,5719.0,14.852253082054393,3.2582670830151357,3.2582670830151357,0.7370169224053273,2.43036018996023,130.2735647731311,13.94555833111728
Cent_1a,885256,8,121.82954406738281,240.60833732279875,25.79284379544183,4.772928512099255,35.0,35,2.0,1,-10921639,79.23287671232876,74.0,58.0,125.0,5784.0,14.715374186303327,3.26507650078185,3.26507650078185,0.798644810727821,2.3864642560496274,130.1910741164108,13.983446051720483
Cent_1a,891521,8,122.66215515136719,240.87164873829283,25.59506457193594,3.579299647756653,36.0,36,2.0,1,-10921639,79.72602739726027,75.0,61.0,125.0,5820.0,14.945512401509806,3.266912544074847,3.266912544074847,0.8302054319546117,1.7896498238783265,130.33354962823935,13.876221151512523
Cent_1a,893081,8,139.9019317626953,240.15919929794754,26.222547422909624,4.108718393885904,37.0,37,2.0,1,-10921639,80.28767123287672,79.0,58.0,141.0,5861.0,15.556777240567312,3.261881849987729,3.261881849987729,0.8257566842198876,2.054359196942952,129.9480494459753,14.216407470809385
Cent_1a,894589,8,144.77127075195312,241.04227925854047,25.969585423416618,4.395076854049609,38.0,38,2.0,1,-10921639,82.01369863013699,78.0,63.0,136.0,5987.0,15.721087351675964,3.259223909142128,3.259223909142128,0.912047216205039,2.1975384270248046,130.42587631548244,14.079265537135871
Cent_1a,896168,8,138.5801239013672,241.8935079805281,25.324429373085703,4.469951795653443,39.0,39,2.0,1,-10921639,81.61643835616438,77.0,63.0,136.0,5958.0,16.263994091402488,3.2627146158318565,3.2627146158318565,0.8665590385874136,2.2349758978267213,130.8864687574045,13.729497791621213
Cent_1a,897628,8,118.97576904296875,242.44538511744574,26.64936386658453,4.758483192808858,40.0,40,2.0,1,-10921639,79.98630136986301,75.0,60.0,120.0,5839.0,14.737983005641627,3.254385154841477,3.254385154841477,0.8340012449704068,2.379241596404429,131.18508466587653,14.447803619347685
Cent_1a,898761,8,122.61651611328125,243.8310839352013,22.975617651102365,5.648029665335959,41.0,41,2.0,1,-10921639,78.38356164383562,74.0,62.0,127.0,5722.0,13.73522452288509,3.249785173169942,3.249785173169942,0.8287859892547644,2.8240148326679795,131.9348742180291,12.45610264913572
Cent_1a,900284,8,98.04811096191406,244.533361369297,23.031651371305475,6.286350943741312,42.0,42,2.0,1,-10921639,77.41095890410959,74.0,62.0,115.0,5651.0,11.903355755180923,3.257222141688575,3.257222141688575,0.892080462879554,3.143175471870656,132.31487041637354,12.486481017250208
Cent_1a,901909,8,99.01360321044922,245.91338928276681,22.8421209981192,6.81974339143932,43.0,43,2.0,1,-10921639,75.58904109589041,72.0,61.0,118.0,5518.0,11.086572980710544,7.600000000313709,7.600000000313709,0.8154314063433609,3.40987169571966,133.06159149164625,12.383728185122363
Cent_1a,904981,8,74.80646514892578,246.0,22.0,7.0,44.0,44,2.0,1,-10921639,73.1917808219178,70.0,59.0,102.0,5343.0,10.763438027578175,3.2517954670329656,3.2517954670329656,0.7058734354483439,3.5,133.10845579581812,11.927176994427297
