,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR,ID,name,RawIntDen
0,23.073070526123047,75.79055537262,17.310695811077597,2.4811508322001488,0.0,0,1.25,1,-10921639,69.25301204819277,69.0,59.0,81.0,5748.0,4.330389982702726,3.2384142284591086,0.0233242464274774,0.7290142376798951,11008,ID11008,68
1,60.32783508300781,80.92974503654061,19.075729314023896,2.7068997901085563,0.0,0,1.25,1,-10921639,76.08433734939759,74.0,61.0,107.0,6315.0,9.64896660620889,4.500595918565241,0.05355025461442856,0.8015871352037609,11009,ID11009,66
2,52.17951202392578,148.03604736989215,22.221213232756067,2.6513676976100427,0.0,0,1.25,1,-10921639,69.74698795180723,67.0,56.0,98.0,5789.0,10.042402022320251,3.242343111513193,0.058090536440837184,0.7626063312539249,11010,ID11010,63
3,41.280609130859375,82.82703526092334,23.285326035252762,2.5273252006020988,0.0,0,1.25,1,-10921639,69.26506024096386,68.0,61.0,91.0,5749.0,6.229521254262031,1.4716388688029554,0.03670484147800615,0.787331751576876,11011,ID11011,65
4,92.2177963256836,92.68027014743414,23.71213614130923,2.71576897964882,0.0,0,1.25,1,-10921639,77.80722891566265,76.0,59.0,128.0,6458.0,14.312247723903232,1.4701387752456057,0.08440299037116417,0.8462705477238806,11012,ID11012,63
5,36.52397155761719,75.17200612193047,24.811207357153435,2.5653718276325295,0.0,0,1.25,1,-10921639,68.98795180722891,68.0,58.0,91.0,5726.0,6.700007236806456,1.4380922409541201,0.029394369896407743,0.5880447020321148,11013,ID11013,63
6,20.9227294921875,60.79459629464433,15.252961064086518,3.030010050813491,0.0,0,1.25,1,-10921639,70.8433734939759,70.0,62.0,83.0,5880.0,4.421350438527179,4.004016058663866,0.0267749163173252,0.8356552815021893,11014,ID11014,63
7,63.40083312988281,83.32453973188454,18.967009522800133,3.245516691313094,0.0,0,1.25,1,-10921639,75.65060240963855,73.0,60.0,118.0,6279.0,10.34341281478542,4.485483427929982,0.05149988722652431,0.7164329899707328,11015,ID11015,58
8,104.59142303466797,85.26831294103829,13.234889812998329,4.123674182500187,0.0,0,1.25,1,-10921639,82.6867469879518,78.0,61.0,134.0,6863.0,15.882900539031445,2.5751237817303743,0.10021713047650879,0.9484176915803617,11016,ID11016,62
9,24.047897338867188,71.39596340428389,14.678426920875891,3.9707706341091207,0.0,0,1.25,1,-10921639,70.40963855421687,70.0,61.0,83.0,5844.0,4.744794694929597,2.504355912113116,0.019466523127939384,0.5667089950951074,11017,ID11017,64
10,20.586015701293945,60.96581156828217,15.353737663816775,3.8006161330242745,0.0,0,1.25,1,-10921639,71.55421686746988,71.0,62.0,83.0,5939.0,4.0732710294337435,4.2336782961027,0.028267400675316703,0.9658323050250512,11018,ID11018,63
11,65.35652923583984,148.21730187601688,21.30003474458183,4.067588917626832,0.0,0,1.25,1,-10921639,71.27710843373494,70.0,57.0,103.0,5916.0,10.11556787768728,2.5470962925218616,0.06868060370916404,0.9056825013578883,11019,ID11019,59
12,77.54235076904297,81.29033046641497,13.698066468017828,4.399886974002573,0.0,0,1.25,1,-10921639,77.92771084337349,74.0,61.0,116.0,6468.0,12.015014116015502,4.750000000196068,0.07138295014773613,0.8642659259125037,11020,ID11020,59
13,23.772750854492188,75.4832128713191,20.18516038136269,4.640529377996553,0.0,0,1.25,1,-10921639,69.48192771084338,69.0,58.0,83.0,5767.0,4.844814793669046,1.4831837331705167,0.01695434931631082,0.47819424360775187,11021,ID11021,70
14,90.35821533203125,89.44060519603799,12.023316776503664,4.752654776964631,0.0,0,1.25,1,-10921639,80.34939759036145,77.0,63.0,125.0,6669.0,13.352111128353322,2.549678300643913,0.08597125090190874,0.9527908987904564,11022,ID11022,66
15,23.378355026245117,116.36672332913261,15.312505761747873,4.981888056268555,0.0,0,1.25,1,-10921639,70.60240963855422,71.0,61.0,80.0,5860.0,3.8947737309779327,2.5274532989801664,0.027514085746492268,0.970810778341034,11023,ID11023,71
16,45.46647262573242,70.83353673501765,9.909809639816713,5.539798920345517,0.0,0,1.25,1,-10921639,72.5421686746988,71.0,62.0,99.0,6021.0,7.028341935438671,1.4719807584144582,0.04852833566202446,0.9553948013703707,11024,ID11024,60
17,34.596282958984375,2.658832229224678,36.495005479038035,5.5219140408455845,0.0,0,1.25,1,-10921639,62.16867469879518,61.0,54.0,95.0,5160.0,6.8375207265186075,1.4214171341051012,0.02018394160843968,0.35977455695976956,11025,ID11025,54
18,60.34368133544922,92.51878913634978,7.682409000807176,5.873143602827961,0.0,0,1.25,1,-10921639,72.32530120481928,71.0,57.0,106.0,6003.0,10.648609703979266,3.254968497717345,0.058248706040173286,0.7476974048997809,11026,ID11026,53
19,59.824928283691406,73.87164248325219,14.29274981938991,5.738703624586699,0.0,0,1.25,1,-10921639,76.5421686746988,75.0,62.0,106.0,6353.0,10.117964227923686,2.551039084531113,0.0623536425821451,0.8880355193235933,11027,ID11027,66
20,107.9560775756836,86.44524403368757,22.26900494881937,6.000179370742452,0.0,0,1.25,1,-10921639,82.55421686746988,79.0,62.0,135.0,6852.0,15.417959920130041,1.4710529671979493,0.09430267109989543,0.9228452477079754,11028,ID11028,56
