Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,ESTIMATED_DIAMETER,SNR
Cent_25a,946662,152,69.6135482788086,11.798189919970149,28.361488033947836,4.055355521854869,2312.9112680000003,76,2.0,1,-10921639,55.02739726027397,62.0,0.0,70.0,4017.0,20.941699895675804,6.665650305828656,6.665650305828656,0.4333983680498338
Cent_25a,945067,152,71.73699188232422,11.827574364283716,28.526907947686336,3.5768401966560726,2343.3443110000003,77,2.0,1,-10921639,55.63013698630137,63.0,0.0,71.0,4061.0,21.19519524255115,6.67057826729418,6.67057826729418,0.44853374805621626
Cent_25b,874987,219,64.74049377441406,8.017352800814699,38.89484636235494,11.393624540203483,821.692161,27,2.0,1,-10921639,53.47945205479452,61.0,0.0,67.0,3904.0,20.357301167067725,6.66788025914023,6.66788025914023,0.42562208608851165
Cent_25b,877975,219,71.85664367675781,8.041756793209798,36.35183384951662,9.563608349339624,852.125204,28,2.0,1,-10921639,55.56164383561644,63.0,0.0,69.0,4056.0,21.155499876818126,6.641013377914457,6.641013377914457,0.47468333882953856
Cent_25b,881197,219,66.12539672851562,8.019348193781495,38.44821747474941,10.444290249532836,882.558247,29,2.0,1,-10921639,53.21917808219178,60.0,0.0,70.0,3885.0,20.338965459967113,6.653241124414955,6.653241124414955,0.42023278799194524
Cent_25b,882668,219,67.5430679321289,8.00892508959193,40.055146262126584,9.670070517657164,912.99129,30,2.0,1,-10921639,54.19178082191781,61.0,0.0,68.0,3956.0,20.65769800975909,6.658622606319173,6.658622606319173,0.423738846868166
Cent_25b,884284,219,72.57696533203125,7.991485830792407,36.65360538026912,10.057471263185379,943.424333,31,2.0,1,-10921639,54.83561643835616,62.0,0.0,70.0,4003.0,20.91584573331248,6.653015990301051,6.653015990301051,0.450067314336966
Cent_25b,889046,219,67.67704772949219,8.000891964931837,38.38200620436979,10.163216673938305,973.857376,32,2.0,1,-10921639,54.15068493150685,61.0,0.0,70.0,3953.0,20.689954106117348,6.628129823592355,6.628129823592355,0.4378828388951852
Cent_25b,887491,219,64.4032974243164,7.99392334697548,37.59320857475615,9.971067299114358,1004.290419,33,2.0,1,-10921639,52.945205479452056,60.0,0.0,67.0,3865.0,20.192745129376778,6.623694201676851,6.623694201676851,0.41871205153240443
Cent_25b,890654,219,67.17372131347656,7.993562653484871,37.87777893985458,10.573289239734832,1034.7234620000002,34,2.0,1,-10921639,53.986301369863014,61.0,0.0,69.0,3941.0,20.509139663604813,6.689810120413574,6.689810120413574,0.44021881513112177
Cent_25b,885923,219,70.48886108398438,8.028954867854274,37.532345081077686,10.317458268094528,1065.1565050000002,35,2.0,1,-10921639,54.02739726027397,61.0,0.0,71.0,3944.0,20.62291915613665,6.6333384235623045,6.6333384235623045,0.44670990200713684
Cent_25b,892162,219,70.89188385009766,8.032385094596872,37.32808061682393,9.797291981823484,1095.5895480000001,36,2.0,1,-10921639,54.19178082191781,61.0,0.0,68.0,3956.0,20.636172081408798,6.63763008635223,6.63763008635223,0.45391681462480843
Cent_25b,893661,219,69.28815460205078,8.018313556560313,35.844920141546446,9.759219703630421,1126.0225910000001,37,2.0,1,-10921639,54.32876712328767,62.0,0.0,73.0,3966.0,20.76458978012043,6.631365299261161,6.631365299261161,0.43050004013252574
Cent_25b,895171,219,66.01506042480469,8.047756463016553,37.08584164774158,8.92676831016127,1156.4556340000001,38,2.0,1,-10921639,53.26027397260274,60.0,0.0,68.0,3888.0,20.364066526100633,6.654242230674423,6.654242230674423,0.4159931869591966
Cent_25b,896712,219,72.55765533447266,8.06041861502048,37.44562905013428,8.988009731445667,1186.8886770000001,39,2.0,1,-10921639,54.534246575342465,62.0,0.0,70.0,3981.0,20.83938724825662,6.6751379835104085,6.6751379835104085,0.4450469778749415
Cent_25b,897932,219,69.57080078125,7.9777738419277915,39.81384314295546,8.110201319762323,1217.3217200000001,40,2.0,1,-10921639,54.054794520547944,61.0,0.0,69.0,3946.0,20.628250862294347,6.644442446429083,6.644442446429083,0.4455616822903667
Cent_25b,899116,219,66.81819915771484,8.520301780345282,38.968872593588614,7.395550287681547,1247.7547630000001,41,2.0,1,-10921639,54.38356164383562,61.0,0.0,67.0,3970.0,20.655662484995826,6.643292487586075,6.643292487586075,0.4124740751543595
Cent_25b,900679,219,69.4560775756836,8.560703035163487,38.14307293080114,7.76594732244758,1278.1878060000001,42,2.0,1,-10921639,53.78082191780822,61.0,0.0,68.0,3926.0,20.49542399831299,6.6236255317736745,6.6236255317736745,0.441576736252623
Cent_25b,902255,219,70.09954833984375,8.5464360892618,38.57339960285505,8.181881219176326,1308.6208490000001,43,2.0,1,-10921639,54.43835616438356,62.0,0.0,69.0,3974.0,20.727053109248484,6.639118090816477,6.639118090816477,0.44408579850216195
Cent_25b,905429,219,65.27366638183594,8.601028325594884,39.63220102576357,9.045861244069217,1339.0538920000001,44,2.0,1,-10921639,52.67123287671233,60.0,0.0,68.0,3845.0,20.130859943629215,6.661468025951498,6.661468025951498,0.4191309594608894
Cent_25b,906934,219,62.9007453918457,8.537421943372173,37.46282662956221,8.61188167023469,1369.4869350000001,45,2.0,1,-10921639,53.38356164383562,60.0,0.0,67.0,3897.0,20.333080693093258,6.65124212624978,6.65124212624978,0.4172614628616944
Cent_25b,903731,219,70.48531341552734,8.545130442121613,38.858160862572646,6.839465119948917,1399.9199780000001,46,2.0,1,-10921639,53.945205479452056,61.0,0.0,70.0,3938.0,20.628924145857077,6.623057633618566,6.623057633618566,0.44243818033056387
Cent_25b,908285,219,59.93465042114258,8.657460539565406,36.3236753921195,5.0,1430.3530210000001,47,2.0,1,-10921639,53.178082191780824,60.0,0.0,68.0,3882.0,20.285697250466765,6.659656639557062,6.659656639557062,0.3746560948839889
Cent_25b,909957,219,63.686500549316406,8.498859299641193,37.546306361267,6.139776015077708,1460.7860640000001,48,2.0,1,-10921639,53.43835616438356,61.0,0.0,67.0,3901.0,20.383126396721337,6.645054295670867,6.645054295670867,0.4326238341764941
Cent_25b,913444,219,64.58023071289062,8.507534663433423,38.126890318170865,5.455773582638443,1491.2191070000001,49,2.0,1,-10921639,53.71232876712329,61.0,0.0,70.0,3921.0,20.48270235809745,6.62450293510999,6.62450293510999,0.4267771602358056
Cent_25b,914804,219,72.46598815917969,8.5415389109959,36.263050033285026,4.992100444208771,1521.6521500000001,50,2.0,1,-10921639,54.205479452054796,61.0,0.0,69.0,3957.0,20.67268655880507,6.654376014951501,6.654376014951501,0.45409180887883516
Cent_25b,912277,219,67.96158599853516,8.556206413639433,35.11193282480573,5.349794070134992,1552.0851930000001,51,2.0,1,-10921639,53.56164383561644,61.0,0.0,68.0,3910.0,20.408322309354496,6.627241176168158,6.627241176168158,0.4479943293817203
Cent_25b,911261,219,71.83677673339844,8.573376509290279,34.68083419955505,5.50517698925827,1582.5182360000001,52,2.0,1,-10921639,54.24657534246575,61.0,0.0,68.0,3960.0,20.660470053487415,6.618906569953306,6.618906569953306,0.4722213762294911
Cent_25b,915704,219,69.0637435913086,8.530648306400028,34.94898322712994,3.2400689250592842,1612.951279,53,2.0,1,-10921639,54.32876712328767,61.0,0.0,69.0,3966.0,20.721737643327696,6.642633938664247,6.642633938664247,0.4558329230276806
Cent_25b,916705,219,64.380126953125,7.966447890992962,34.968302365855735,2.7848768150756866,1643.384322,54,2.0,1,-10921639,52.75342465753425,60.0,0.0,66.0,3851.0,20.02760651778066,6.660852593808912,6.660852593808912,0.44468728962818466
Cent_25b,917765,219,66.2720947265625,8.024081827163789,34.99279948076921,3.4347130950918014,1673.817365,55,2.0,1,-10921639,53.12328767123287,60.0,0.0,70.0,3878.0,20.34149099028295,6.633921915206805,6.633921915206805,0.4510601375073194
Cent_25b,918850,219,62.644344329833984,7.985547316616476,35.408943109064,5.510477313458452,1704.250408,56,2.0,1,-10921639,51.78082191780822,59.0,0.0,64.0,3780.0,19.710577092390487,6.661971472806927,6.661971472806927,0.4304981702250389
Cent_25b,919815,219,63.15473937988281,7.987965974390968,36.45917871282112,4.367291488409708,1734.683451,57,2.0,1,-10921639,52.50684931506849,60.0,0.0,66.0,3833.0,19.9917505817825,6.660624448003151,6.660624448003151,0.43428783061673476
Cent_25b,920714,219,68.57238006591797,8.015224303107832,37.794085214251666,3.010065214654408,1765.116494,58,2.0,1,-10921639,53.54794520547945,60.0,0.0,68.0,3909.0,20.387932906971667,6.636650917790758,6.636650917790758,0.46512857305419447
Cent_25b,922897,219,64.47479248046875,8.010957248056137,36.39374617161875,5.367319169693293,1795.549537,59,2.0,1,-10921639,52.04109589041096,59.0,0.0,68.0,3799.0,19.82873781224585,6.645849581200709,6.645849581200709,0.4328719136786338
Cent_25b,921872,219,68.90837860107422,7.978847126677302,36.47581074873026,5.626412530247139,1825.98258,60,2.0,1,-10921639,52.83561643835616,60.0,0.0,67.0,3857.0,20.123931095581845,6.653405005433966,6.653405005433966,0.43954417534446827
Cent_25b,924893,219,67.44031524658203,8.026920021029872,36.287311937126006,5.50986314545666,1856.415623,61,2.0,1,-10921639,52.23287671232877,59.0,0.0,66.0,3813.0,19.909880676539313,6.645157588968456,6.645157588968456,0.4285097509942989
Cent_25b,925883,219,73.48017883300781,8.012766631381051,36.83232849270155,4.910279003900743,1886.848666,62,2.0,1,-10921639,53.41095890410959,61.0,0.0,67.0,3899.0,20.365299747117753,6.659230401611193,6.659230401611193,0.468325160894467
Cent_25b,923919,219,66.06556701660156,9.078012341635525,37.45319578993854,5.860957971087288,1917.281709,63,2.0,1,-10921639,52.465753424657535,60.0,0.0,66.0,3830.0,20.019492023595422,6.661605583362412,6.661605583362412,0.44979735015281197
Cent_25b,926861,219,64.58773040771484,9.095561465251297,39.15715237335123,4.369415422772733,1947.714752,64,2.0,1,-10921639,52.36986301369863,59.0,0.0,66.0,3823.0,19.95098636472439,6.644341385729487,6.644341385729487,0.4348184926952743
Cent_25b,928164,219,74.88800048828125,9.103692913856161,39.075923485198736,5.966637787656164,1978.147795,65,2.0,1,-10921639,53.28767123287671,61.0,0.0,70.0,3890.0,20.398447280270297,6.660150759438589,6.660150759438589,0.4456034893212871
Cent_25b,929615,219,70.9660873413086,9.113733308453941,39.68272090200323,4.545696155275329,2008.580838,66,2.0,1,-10921639,52.89041095890411,60.0,0.0,68.0,3861.0,20.185639590117038,6.650431553764075,6.650431553764075,0.46568508154909904
Cent_25b,931328,219,63.9935302734375,9.061345940550645,39.09950207626487,6.638584349646651,2039.013881,67,2.0,1,-10921639,52.794520547945204,59.0,0.0,68.0,3854.0,20.106631647923187,6.662671200728851,6.662671200728851,0.42286111888937983
Cent_25b,932801,219,69.30375671386719,9.107538879718344,39.91746814266179,5.213889939388783,2069.4469240000003,68,2.0,1,-10921639,52.821917808219176,60.0,0.0,72.0,3856.0,20.147609773972246,6.65786279525513,6.65786279525513,0.44672739534681266
Cent_25b,934469,219,63.06589889526367,9.630024027692205,41.76794462784954,6.526376889210399,2099.8799670000003,69,2.0,1,-10921639,51.986301369863014,59.0,0.0,65.0,3795.0,19.77757789819132,6.636651690633898,6.636651690633898,0.4340118902047455
Cent_25b,937555,219,66.25565338134766,9.610136531264162,42.090515641187956,6.655765189523563,2130.3130100000003,70,2.0,1,-10921639,52.75342465753425,59.0,0.0,66.0,3851.0,20.07401638791205,6.643521235711663,6.643521235711663,0.43120529010547365
Cent_25b,935970,219,68.08483123779297,9.63104481472314,42.140550359621585,5.9820586669396825,2160.7460530000003,71,2.0,1,-10921639,53.02739726027397,60.0,0.0,67.0,3871.0,20.205865899356304,6.627291639411678,6.627291639411678,0.4506275248756409
Cent_25b,939077,219,66.82197570800781,9.665014604603602,41.30805224748323,6.005838930667561,2191.1790960000003,72,2.0,1,-10921639,52.80821917808219,60.0,0.0,67.0,3855.0,20.09605926975525,6.65698677364844,6.65698677364844,0.43943672399991957
Cent_25b,940531,219,59.94133758544922,9.662352220476418,40.907040778303035,4.860721330434262,2221.6121390000003,73,2.0,1,-10921639,51.38356164383562,58.0,0.0,65.0,3751.0,19.60203372171871,6.650121371657757,6.650121371657757,0.3958867294397545
Cent_25b,942187,219,65.85770416259766,11.236774008488869,40.264302369014786,6.48138933913541,2252.0451820000003,74,2.0,1,-10921639,52.821917808219176,60.0,0.0,68.0,3856.0,20.115874373898937,6.663436095424374,6.663436095424374,0.4621197970050445
Cent_25b,943651,219,64.60223388671875,11.774023398190801,40.30401668246255,5.276378660275977,2282.4782250000003,75,2.0,1,-10921639,51.534246575342465,58.0,0.0,67.0,3762.0,19.620059315645996,6.660474698198818,6.660474698198818,0.4215715880002231
Cent_25b,946785,219,68.94283294677734,11.825209691350478,39.744628517548804,5.541468338094616,2312.9112680000003,76,2.0,1,-10921639,52.64383561643836,59.0,0.0,70.0,3843.0,20.079958127870864,6.6445298280186815,6.6445298280186815,0.45165235076736004
Cent_25b,945303,219,65.12779235839844,11.744423883624135,38.6975092843648,6.497874420043198,2343.3443110000003,77,2.0,1,-10921639,52.42465753424658,59.0,0.0,70.0,3827.0,20.06649903599639,6.644114257284836,6.644114257284836,0.42307293284954905
Cent_26a,875255,168,69.83778381347656,7.996571054307852,42.0286881602498,15.12864935734792,821.692161,27,2.0,1,-10921639,53.054794520547944,60.0,0.0,69.0,3873.0,20.265522453280454,6.648363791689967,6.648363791689967,0.44232195100343114
Cent_26a,878306,168,70.50385284423828,8.008870896925213,41.31601268099864,14.098037071209598,852.125204,28,2.0,1,-10921639,53.21917808219178,60.0,0.0,67.0,3885.0,20.295898994174543,6.64700670948219,6.64700670948219,0.4563180905195593
Cent_26a,881437,168,71.2027359008789,7.995746474973218,39.94060095017946,13.554384917700725,882.558247,29,2.0,1,-10921639,52.986301369863014,60.0,0.0,68.0,3868.0,20.193847488973336,6.660403688534087,6.660403688534087,0.4594720826299817
Cent_26a,882997,168,62.187931060791016,8.017116539161062,40.142317578186685,13.780382676044932,912.99129,30,2.0,1,-10921639,53.21917808219178,60.0,0.0,69.0,3885.0,20.296583302603242,6.660955183279598,6.660955183279598,0.4227099489932858
Cent_26a,884554,168,64.07454681396484,8.031947747164981,40.591848897929346,13.385856201002692,943.424333,31,2.0,1,-10921639,52.534246575342465,59.0,0.0,66.0,3835.0,20.00977691014849,6.6379379661041025,6.6379379661041025,0.4034631495670981
