center_stdev,dist2border,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity,diameter,contrast,centID_i,centID_j
10.98289695978480,118.62470492707900,0.14970302196288000,14.432767068337300,12.083045973594600,16.24045985861640,11.704699910719600,25,30.0,165.0885964912280,12.611425370379300,0.1543700676523060,0,1
10.98289695978480,118.62470492707900,0.14970302196288000,14.432767068337300,12.083045973594600,16.24045985861640,11.704699910719600,25,30.0,165.0885964912280,12.611425370379300,0.1543700676523060,1,0
5.177436639509840,46.22704341188980,0.2514329213433110,32.25960365460150,13.996419393545900,32.25960365460150,12.500359267410200,14,41.0,164.1495769039320,12.671116294960200,0.11831887630849300,2,72
6.101556510556310,156.16104493540000,0.29725885667216500,41.528903765977100,15.040968121764200,41.528903765977100,14.260595481610500,1,47.0,187.53662364841300,11.255822599595200,0.1559636903790170,5,128
4.304911563079770,112.69962695646600,0.0787784098665851,40.70834705478370,27.132262228741600,41.12900566748510,14.54922235241550,2,34.0,163.6470588235290,10.019280649835300,0.09061891799467140,8,17
1.7537339499131000,23.51175062380750,0.1923183644903060,43.35290450157090,25.977179439513200,43.59008437581930,15.480658352104500,0,36.0,162.04532163742700,10.583485128070000,0.10042359118834600,10,27
6.300216234274560,115.25644198593500,0.25169873258361300,34.29826807628840,10.903994368767000,34.29826807628840,10.903994368767000,13,59.0,177.983723432876,8.475333964123860,0.09743914550104100,13,21
4.304911563079770,112.69962695646600,0.0787784098665851,40.70834705478370,27.132262228741600,41.12900566748510,14.54922235241550,2,34.0,163.6470588235290,10.019280649835300,0.09061891799467140,17,8
6.300216234274560,115.25644198593500,0.25169873258361300,34.29826807628840,10.903994368767000,34.29826807628840,10.903994368767000,13,59.0,177.983723432876,8.475333964123860,0.09743914550104100,21,13
9.960023983136490,144.02330737646000,0.2095220432550350,38.67544241850390,10.881475802358500,38.67544241850390,10.881475802358500,14,62.0,165.04464703132300,7.818851042204480,0.0826470936897798,25,26
9.960023983136490,144.02330737646000,0.2095220432550350,38.67544241850390,10.881475802358500,38.67544241850390,10.881475802358500,14,62.0,165.04464703132300,7.818851042204480,0.0826470936897798,26,25
1.7537339499131000,23.51175062380750,0.1923183644903060,43.35290450157090,25.977179439513200,43.59008437581930,15.480658352104500,0,36.0,162.04532163742700,10.583485128070000,0.10042359118834600,27,10
7.107805363232810,104.98406241815700,0.8310405458853150,39.21993197273260,4.407876332833190,39.21993197273260,4.407876332833190,33,57.0,159.40254237288100,10.832610764293200,0.08109369983540990,28,145
5.1469479627527600,92.23151022715420,0.1134709396030560,37.58358660755890,26.847569457468300,37.58358660755890,15.39489197836340,0,33.0,173.6013986013990,7.283036612766550,0.10343611865775900,29,34
8.78952912729638,120.41703139405000,0.0918976256642241,42.7369947741546,26.45274222467250,42.7369947741546,14.200292900254700,3,25.0,167.06625,6.93503718166253,0.09368632668629520,31,35
5.1469479627527600,92.23151022715420,0.1134709396030560,37.58358660755890,26.847569457468300,37.58358660755890,15.39489197836340,0,33.0,173.6013986013990,7.283036612766550,0.10343611865775900,34,29
8.78952912729638,120.41703139405000,0.0918976256642241,42.7369947741546,26.45274222467250,42.7369947741546,14.200292900254700,3,25.0,167.06625,6.93503718166253,0.09368632668629520,35,31
8.315822654482610,104.98017755765900,0.24020074056120500,13.953144435077200,21.978673676711300,21.978673676711300,8.611335419273530,19,21.0,158.82872503840200,7.620067591615080,0.07985009087296600,36,40
13.44175690750890,160.08338803359400,0.27744305709364600,40.505050486545100,17.75121999425720,40.505050486545100,11.636956592404300,4,37.0,159.5079365079370,8.293233105429620,0.07952988620671780,37,41
8.315822654482610,104.98017755765900,0.24020074056120500,13.953144435077200,21.978673676711300,21.978673676711300,8.611335419273530,19,21.0,158.82872503840200,7.620067591615080,0.07985009087296600,40,36
13.44175690750890,160.08338803359400,0.27744305709364600,40.505050486545100,17.75121999425720,40.505050486545100,11.636956592404300,4,37.0,159.5079365079370,8.293233105429620,0.07952988620671780,41,37
4.6380606109760000,138.36166553769100,0.22841390406955200,12.482378333426800,20.45441724952130,25.775041617633600,11.016143198782900,3,24.0,153.36666666666700,7.744064551467880,0.07201702237791570,44,75
6.800096264960670,125.18359722753200,0.21206305862207600,20.747356402419800,22.034749619345200,22.034749619345200,10.237504964473000,1,19.0,138.39215686274500,13.1559749098988,0.06922397011467390,49,57
9.322981204528110,76.00386744060780,0.38762663767611600,39.69835795263980,6.905062240699290,39.84055567934230,3.3437435405625200,30,65.0,159.00565031982900,10.228498350055900,0.0748427415328822,55,58
6.800096264960670,125.18359722753200,0.21206305862207600,20.747356402419800,22.034749619345200,22.034749619345200,10.237504964473000,1,19.0,138.39215686274500,13.1559749098988,0.06922397011467390,57,49
9.322981204528110,76.00386744060780,0.38762663767611600,39.69835795263980,6.905062240699290,39.84055567934230,3.3437435405625200,30,65.0,159.00565031982900,10.228498350055900,0.0748427415328822,58,55
5.177436639509840,46.22704341188980,0.2514329213433110,32.25960365460150,13.996419393545900,32.25960365460150,12.500359267410200,14,41.0,164.1495769039320,12.671116294960200,0.11831887630849300,72,2
4.6380606109760000,138.36166553769100,0.22841390406955200,12.482378333426800,20.45441724952130,25.775041617633600,11.016143198782900,3,24.0,153.36666666666700,7.744064551467880,0.07201702237791570,75,44
7.767967529641030,112.31537711667300,0.2823630766299030,30.004234210321900,17.447639827228500,30.004234210321900,9.440336770827400,19,69.0,167.0241215008930,11.26182189046540,0.11238853331443500,83,108
7.767967529641030,112.31537711667300,0.2823630766299030,30.004234210321900,17.447639827228500,30.004234210321900,9.440336770827400,19,69.0,167.0241215008930,11.26182189046540,0.11238853331443500,108,83
4.132795035615040,136.08390013903800,0.5126871509777930,41.79539292160990,6.791491838719630,42.51371840318020,6.791491838719630,22,52.0,180.2937062937060,11.633962329123000,0.09497164294075540,122,167
6.101556510556310,156.16104493540000,0.29725885667216500,41.528903765977100,15.040968121764200,41.528903765977100,14.260595481610500,1,47.0,187.53662364841300,11.255822599595200,0.1559636903790170,128,5
3.3944933288212800,138.17370876412300,0.3437636446319990,43.72927361886660,11.01668424030730,43.72927361886660,11.01668424030730,6,63.0,175.98177083333300,11.902923857589100,0.15032624243049800,129,131
3.3944933288212800,138.17370876412300,0.3437636446319990,43.72927361886660,11.01668424030730,43.72927361886660,11.01668424030730,6,63.0,175.98177083333300,11.902923857589100,0.15032624243049800,131,129
2.8148631965623100,80.82014404427910,0.14388089320619400,39.01016763744280,23.159146302344100,39.01016763744280,13.195353069543700,1,34.0,154.07481940144500,9.009476743000370,0.08553492821856250,139,193
7.107805363232810,104.98406241815700,0.8310405458853150,39.21993197273260,4.407876332833190,39.21993197273260,4.407876332833190,33,57.0,159.40254237288100,10.832610764293200,0.08109369983540990,145,28
6.456413808123870,76.3099522937855,0.24660189551646400,44.88366355798810,18.843629268788300,44.88366355798810,13.95008860723840,2,42.0,157.76050591595300,8.315480236640780,0.08601162603045980,154,155
6.456413808123870,76.3099522937855,0.24660189551646400,44.88366355798810,18.843629268788300,44.88366355798810,13.95008860723840,2,42.0,157.76050591595300,8.315480236640780,0.08601162603045980,155,154
2.9917282181610700,146.02838876946900,0.2238450070959720,40.50420585138460,24.835202919645600,40.50420585138460,14.724566556724300,1,43.0,152.02413339183900,7.387958791441580,0.08225414475968320,165,196
4.132795035615040,136.08390013903800,0.5126871509777930,41.79539292160990,6.791491838719630,42.51371840318020,6.791491838719630,22,52.0,180.2937062937060,11.633962329123000,0.09497164294075540,167,122
