,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity_normalized,diameter,contrast_normalized
2301,2.79056903578509,0.104462235883373,23.9774760183578,14.6317937585463,23.9774760183578,9.95943985427764,11,11.0,0.0990150023089178,9.23808960804837,0.393668699139011
2313,4.65898237331816,0.164930816188854,23.609780168908202,12.9188283311356,23.609780168908202,12.9188283311356,6,6.0,0.16292532905419,11.992914492351101,0.420000081514536
2362,3.47375832690557,0.297343946368351,13.9588645507284,15.164289998392,15.164289998392,9.763077679322029,9,9.0,0.0862184142483981,10.952417669226199,0.103686072417917
2390,1.66021669745276,0.224788992490264,10.9708633746785,7.31570696985704,13.732159262039799,7.31570696985704,6,6.0,0.0810724791316504,11.593289262381699,0.0834531359867819
2428,2.3979157616563596,0.041938388026236,26.832815729997503,26.0768096208106,30.5286750449475,26.0768096208106,3,6.0,0.062413585128209,8.84031991429243,0.425090963313404
2465,3.31500654568698,0.307009939476025,23.500074174684702,13.3025069438113,23.500074174684702,9.30614485899726,10,10.0,0.145338442908576,9.647965199834061,0.381162290182815
2480,6.6300776969898,0.326895116751663,33.1209903233584,15.2315462117278,33.1209903233584,11.5423386960585,9,18.0,0.0837455865688087,8.79441947246946,0.508804290165695
2514,7.32307478115379,0.361293371997724,55.822973780942704,40.641845420521896,55.822973780942704,23.198098966775603,10,10.0,0.222961186648399,8.276844901789191,0.872329114289701
2534,2.62469823378801,0.726968313743047,21.9544984001002,8.06225774829855,22.803508501982797,7.07106781186548,10,10.0,0.108286978187208,10.0524850749777,0.38400366191186
2623,2.23407072168125,0.05126127804155169,43.1856457633784,29.916274045321003,43.1856457633784,29.916274045321003,6,6.0,0.137831460380646,8.20730203742154,0.579115763163705
2681,4.97454160337983,0.0396007141261188,39.6610640301039,47.6116765247863,50.7740090991444,39.6610640301039,7,7.0,0.0736670653926074,7.962149699717551,0.628354735498995
2699,4.40260534127907,0.279603699383227,21.8294641789288,10.929817437750499,21.8294641789288,8.76610960504494,7,9.0,0.100984109078099,12.3821399224177,0.299271633143213
2711,5.509514688333679,0.45367644409865,61.317540906850205,33.3739143263232,61.317540906850205,26.0117735272575,7,11.0,0.192331044327433,7.0669759082579695,0.77897513439369
2768,4.0956053673903,0.165806084226911,23.830059104432802,33.7740964069545,34.51901878904761,23.830059104432802,5,5.0,0.22957718933751,7.36911085672273,0.837901297429663
2774,4.2666892155151,0.164965866916671,55.979108527662,35.6023780727851,55.979108527662,24.3770782038676,6,6.0,0.162405170925121,8.79577116353953,0.752820685619225
3073,1.48493748593507,0.177060517180999,11.82633073813,17.572426876182803,20.9841723690383,11.82633073813,3,6.0,0.0611238485455349,10.0231479836348,0.0516692565692468
3074,1.84882228296341,0.0713516703777114,18.1635119423685,24.483351817181,26.2483313753084,15.4401515541788,7,7.0,0.0281630746382011,6.58494243761646,0.257523435702986
3099,3.5068535510245002,0.263693815247835,48.158144776796895,25.298221281346997,48.158144776796895,22.0675095649337,12,12.0,0.216955905206745,7.53918176101431,0.857232475944298
3110,2.06571176896326,0.129171712763346,37.0443811566627,25.605712598609,37.0443811566627,17.969405482049602,7,7.0,0.160271215665966,7.24721980759539,0.797604626708539
3122,5.10043339095608,0.737443741569858,21.574800202382196,12.1894333651052,25.760971754411997,12.1894333651052,9,9.0,0.132510687076461,7.5482721144000005,0.789332684226233
