center_stdev,dist_center_to_border,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,centID_i,centID_j
10.98289695978478,130.62470492707865,0.14970302196287955,14.432767068337277,12.083045973594572,16.24045985861638,11.704699910719626,25,30.0,0,1
10.98289695978478,130.62470492707865,0.14970302196287955,14.432767068337277,12.083045973594572,16.24045985861638,11.704699910719626,25,30.0,1,0
12.259552523394172,126.98430956434896,0.2832734485929865,26.619369339922365,23.293911152294154,27.64163094299611,21.707339287640607,0,24.0,1,18
5.368998860741955,147.13018651379952,0.07848155799717364,30.858700744254598,27.71626615074997,30.858700744254598,26.587199293960875,0,13.0,1,137
4.981622174743111,120.96642190335558,0.16193075109410487,35.03400107684282,35.57928616866094,35.57928616866094,15.478840939819522,0,36.0,2,10
3.518681259691636,116.59187930211942,0.23622049042672646,35.74387410726856,27.733208875852657,39.36629991247876,18.654291394331185,0,38.0,2,27
5.177436639509836,131.22704341188978,0.2514329213433107,32.25960365460154,13.996419393545894,32.25960365460154,12.500359267410182,14,41.0,2,72
6.101556510556306,169.16104493540007,0.29725885667216456,41.528903765977056,15.040968121764166,41.528903765977056,14.260595481610498,1,47.0,5,128
4.304911563079771,126.85431554292148,0.0787784098665851,40.70834705478366,27.132262228741645,41.12900566748512,14.54922235241547,2,34.0,8,17
4.202148660878289,141.99062075631417,0.1542795604960893,24.868443598430147,20.191898236116398,24.984750630661285,16.745535969456203,0,20.0,8,129
2.589811918812501,146.07956494398428,0.12052556037819077,18.072909194528687,20.29631784801005,20.29631784801005,14.293367420063282,1,20.0,8,131
10.757510310750426,12.633874044200525,0.22468812486839465,9.872765931582208,13.69618181612188,13.69618181612188,4.660211525341543,7,16.0,9,61
7.623257266265424,12.87483319743427,0.0491883240964627,16.745596593741155,33.13344151084191,33.13344151084191,16.70236850407412,0,14.0,9,71
7.83648631532787,12.20425784936998,0.017070853773895632,14.48963281141711,7.183679581458627,16.383832127641497,6.477096763629095,11,13.0,9,81
4.981622174743111,120.96642190335558,0.16193075109410487,35.03400107684282,35.57928616866094,35.57928616866094,15.478840939819522,0,36.0,10,2
1.7537339499130973,108.51175062380753,0.1923183644903061,43.35290450157087,25.977179439513186,43.59008437581934,15.480658352104463,0,36.0,10,27
4.194997937457265,140.43585708326302,0.11852779453797109,26.2106298762817,27.681128097503063,28.947323920422328,21.82847205414641,0,16.0,12,83
2.724099610293464,132.29353779024305,0.08546531906225036,29.657846829978244,24.014620724767287,29.657846829978244,23.291849141077485,0,12.0,12,108
6.300216234274555,127.25644198593479,0.25169873258361297,34.29826807628837,10.903994368766982,34.29826807628837,10.903994368766982,13,59.0,13,21
7.697189541326577,155.71261321800907,0.1454701371250293,10.701610094472953,9.741237412511616,13.79608000318933,9.741237412511616,13,13.0,14,32
7.748528209744467,163.93402913764163,0.05630593780613622,26.95226620582674,27.88277452874461,28.01109537084357,26.05192118679104,0,17.0,14,47
3.549554633455155,152.2685619970926,0.14812049134144423,15.678353189823465,19.390707069807792,19.390707069807792,14.143030340297168,4,20.0,15,122
4.932343315838671,118.0890784586019,0.1633132588195553,19.046849686928233,41.787446807160535,41.787446807160535,18.386892041643144,0,27.0,16,29
4.304911563079771,126.85431554292148,0.0787784098665851,40.70834705478366,27.132262228741645,41.12900566748512,14.54922235241547,2,34.0,17,8
2.1300560655154275,111.53172702913704,0.0628179821154574,18.21154625868508,22.41597838645528,22.79218896215879,18.21154625868508,0,13.0,17,155
12.259552523394172,126.98430956434896,0.2832734485929865,26.619369339922365,23.293911152294154,27.64163094299611,21.707339287640607,0,24.0,18,1
9.364072218861889,106.37039660159111,0.14983841876784074,13.854287269072438,36.30214325103061,38.24847102841659,13.197214327008679,2,21.0,18,58
6.300216234274555,127.25644198593479,0.25169873258361297,34.29826807628837,10.903994368766982,34.29826807628837,10.903994368766982,13,59.0,21,13
9.960023983136487,157.02330737646048,0.2095220432550348,38.67544241850393,10.881475802358526,38.67544241850393,10.881475802358526,14,62.0,25,26
9.960023983136487,157.02330737646048,0.2095220432550348,38.67544241850393,10.881475802358526,38.67544241850393,10.881475802358526,14,62.0,26,25
9.52871153696353,137.99731661097206,0.41770640049927876,9.648728804355626,26.999379905915866,27.816176581822535,9.648728804355626,7,25.0,26,35
3.518681259691636,116.59187930211942,0.23622049042672646,35.74387410726856,27.733208875852657,39.36629991247876,18.654291394331185,0,38.0,27,2
1.7537339499130973,108.51175062380753,0.1923183644903061,43.35290450157087,25.977179439513186,43.59008437581934,15.480658352104463,0,36.0,27,10
7.107805363232812,117.98406241815749,0.8310405458853146,39.21993197273255,4.407876332833187,39.21993197273255,4.407876332833187,33,57.0,28,145
4.932343315838671,118.0890784586019,0.1633132588195553,19.046849686928233,41.787446807160535,41.787446807160535,18.386892041643144,0,27.0,29,16
5.1469479627527575,105.23151022715422,0.1134709396030559,37.58358660755891,26.847569457468317,37.58358660755891,15.39489197836339,0,33.0,29,34
8.78952912729638,133.41703139404964,0.0918976256642241,42.7369947741546,26.45274222467254,42.7369947741546,14.200292900254674,3,25.0,31,35
7.697189541326577,155.71261321800907,0.1454701371250293,10.701610094472953,9.741237412511616,13.79608000318933,9.741237412511616,13,13.0,32,14
7.35121649931914,162.3436874772445,0.05337218668312219,28.414360104253813,26.29829926598229,29.67483485883618,26.29829926598229,0,13.0,32,47
5.1469479627527575,105.23151022715422,0.1134709396030559,37.58358660755891,26.847569457468317,37.58358660755891,15.39489197836339,0,33.0,34,29
9.52871153696353,137.99731661097206,0.41770640049927876,9.648728804355626,26.999379905915866,27.816176581822535,9.648728804355626,7,25.0,35,26
8.78952912729638,133.41703139404964,0.0918976256642241,42.7369947741546,26.45274222467254,42.7369947741546,14.200292900254674,3,25.0,35,31
8.315822654482611,116.98017755765913,0.24020074056120494,13.953144435077169,21.978673676711317,21.978673676711317,8.611335419273532,19,21.0,36,40
7.019260551581373,119.52275672997112,0.21978450218592366,27.1563211212346,38.34390534873947,38.34390534873947,17.630423410790584,0,31.0,36,46
7.496310347862812,114.31258191292561,0.08658428484067195,25.300497986896115,29.277712228968927,31.52266814907878,25.300497986896115,0,16.0,36,48
7.451728119177013,126.12080040706343,0.16764868347197137,24.01623298789205,35.509340541951474,37.37526096528325,22.465375789548034,0,19.0,36,57
13.44175690750892,173.08338803359374,0.27744305709364564,40.505050486545144,17.75121999425723,40.505050486545144,11.636956592404273,4,37.0,37,41
13.0705843232613,170.0995149401305,0.20546550116863604,31.04013655764941,35.37732329546359,35.907249467946905,12.52412833406439,3,45.0,37,95
7.174973588179407,171.89844704898093,0.19019103073996654,8.398636525849511,12.700793998972552,16.28145233056922,8.398636525849511,18,22.0,37,124
4.409925494301251,172.17574349538302,0.2550070617582597,30.396424352418038,20.417571765172244,42.069922115453814,18.6825112668759,0,20.0,37,179
8.315822654482611,116.98017755765913,0.24020074056120494,13.953144435077169,21.978673676711317,21.978673676711317,8.611335419273532,19,21.0,40,36
6.120676608536522,123.9207745294687,0.20960522532198425,9.194863862678123,17.506489964992568,23.258308445215615,8.506026575252017,9,21.0,40,46
7.414589484249397,117.10048555062818,0.15321198454123738,16.588749805761843,18.5562178486385,20.134596565601843,16.588749805761843,0,16.0,40,48
6.93344023831564,128.7276796390983,0.13465835531784145,25.205093585655902,29.831263942634383,34.301730918437805,22.068791893556995,0,19.0,40,57
2.9882569439648283,133.18143237416922,0.04824794159354471,26.76019278710634,31.223467650163816,31.993715398163513,26.76019278710634,0,10.0,40,125
13.44175690750892,173.08338803359374,0.27744305709364564,40.505050486545144,17.75121999425723,40.505050486545144,11.636956592404273,4,37.0,41,37
10.565410561295929,165.98410843294,0.39726656498914004,26.242733204490786,25.432854371597273,30.3174504636383,16.183031194525885,0,37.0,41,44
7.1368515613251455,167.39007456758964,0.19593316290907717,18.582796700094487,24.574070550355135,24.574070550355135,18.037240466800366,0,16.0,41,137
10.565410561295929,165.98410843294,0.39726656498914004,26.242733204490786,25.432854371597273,30.3174504636383,16.183031194525885,0,37.0,44,41
4.6380606109760025,150.36166553769127,0.22841390406955184,12.482378333426762,20.45441724952126,25.775041617633647,11.016143198782938,3,24.0,44,75
6.529020693352944,158.41911073484187,0.32540792296441484,26.413146534067945,18.939676366640896,26.892511442063924,18.939676366640896,0,16.0,44,137
4.054569506799388,162.6906663460724,0.09826934500012319,24.913050381110065,28.26072301503308,31.780412166954566,24.913050381110065,0,12.0,44,179
7.019260551581373,119.52275672997112,0.21978450218592366,27.1563211212346,38.34390534873947,38.34390534873947,17.630423410790584,0,31.0,46,36
6.120676608536522,123.9207745294687,0.20960522532198425,9.194863862678123,17.506489964992568,23.258308445215615,8.506026575252017,9,21.0,46,40
5.824610976204948,122.18444648079168,0.2991091667051259,12.565102361467547,16.3393590948607,16.3393590948607,11.955758994859107,6,16.0,46,48
5.875564094563779,133.4733298478065,0.10333373832288281,22.565166547085852,30.6740759624055,33.55467302540581,22.410756907300488,0,19.0,46,57
6.8242826331738735,132.83684640218743,0.14246287060210602,31.915331914192663,27.468433704306825,31.915331914192663,23.95116395070183,0,21.0,46,125
7.748528209744467,163.93402913764163,0.05630593780613622,26.95226620582674,27.88277452874461,28.01109537084357,26.05192118679104,0,17.0,47,14
7.35121649931914,162.3436874772445,0.05337218668312219,28.414360104253813,26.29829926598229,29.67483485883618,26.29829926598229,0,13.0,47,32
7.496310347862812,114.31258191292561,0.08658428484067195,25.300497986896115,29.277712228968927,31.52266814907878,25.300497986896115,0,16.0,48,36
7.414589484249397,117.10048555062818,0.15321198454123738,16.588749805761843,18.5562178486385,20.134596565601843,16.588749805761843,0,16.0,48,40
5.824610976204948,122.18444648079168,0.2991091667051259,12.565102361467547,16.3393590948607,16.3393590948607,11.955758994859107,6,16.0,48,46
