,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity,diameter,contrast,centID_i,centID_j,Predicted_Label,True_Label
57,4.7610092344352095,0.1827117486845628,39.1604638037016,25.489769413120804,42.76872513593185,11.138930657650663,15,36.0,263.85233918128654,23.845022680147128,0.08662543532076812,47,26,1,1
58,1.4221888553706137,0.06589144195184846,22.697991229208807,23.815233162325267,23.815233162325267,22.155156642561565,2,12.0,279.23132183908046,23.566352326527053,0.10099699724587456,48,7,0,0
59,7.756578295825665,0.37140033103178655,28.738013305507867,30.729075851539093,33.38992303603176,18.308603323841407,7,25.0,298.76782608695646,14.563553515096249,0.0931676679797408,49,16,0,0
60,4.562645576602637,0.13763735219423096,46.002277760320005,19.672751806282577,47.28791550211139,14.82543066727066,10,25.0,270.5778947368421,14.573131850317022,0.0833297463629298,49,28,1,1
61,6.83438061361889,0.23485753585658506,17.71969469181537,17.871010038194644,19.398072972965444,13.038822353067633,22,22.0,282.96881606765334,19.3017848395068,0.0883428325336025,50,35,1,0
62,5.411734042998006,0.13788017151946327,40.460065174835584,27.6646433817559,40.460065174835584,14.974450810073087,12,38.0,268.69369645042843,22.404491875210844,0.12581187900931756,50,42,1,1
63,1.6340123451191428,0.10084492270842926,37.029972625063635,8.847359374020309,44.689558109681386,8.847359374020309,39,73.0,261.06002162941604,15.043080548124578,0.08818520816932167,55,30,1,1
64,3.1764596244979577,0.16440447133391672,18.34106994056714,33.93295908399368,38.620342844167105,18.34106994056714,8,41.0,257.7186611527527,13.844570409574132,0.08406269872978855,55,113,0,0
65,11.040229744583238,0.23644728742318846,16.955554553332025,49.2439825950517,51.28591906527154,14.893268730504925,13,63.0,263.53269367448473,19.270966125371142,0.14225760778705202,56,60,0,0
66,8.171045326594077,0.4207828029658627,40.49349140887842,11.845999429601465,40.49349140887842,11.610590859620581,34,62.0,260.7231698649609,21.930219092026125,0.1174062771566732,56,70,1,1
67,6.045626530244031,0.4473798451519677,26.40075756488817,19.49216836308606,27.359297125959007,13.125368004337172,17,30.0,258.8904761904762,20.00157935200629,0.15501526289074918,60,36,1,0
68,11.040229744583238,0.23644728742318846,16.955554553332025,49.2439825950517,51.28591906527154,14.893268730504925,13,63.0,263.53269367448473,19.270966125371142,0.14225760778705202,60,56,0,0
69,7.7018513228668475,0.4626807305176594,27.334066442799664,41.32672126156618,41.32672126156618,21.285416970828845,3,59.0,249.28571428571428,19.118057235964073,0.15620684530922666,60,70,0,0
70,9.860391778504372,0.2697299121235716,40.357353216693475,4.618930506071685,40.90875801708863,4.618930506071685,32,57.0,255.3836846213896,20.349319146512013,0.14951752658546585,60,73,1,1
71,5.401522839127085,0.14054572488353942,22.582474372994703,8.195664327237983,25.604135457890358,8.195664327237983,26,38.0,297.65088858509915,16.23603173079286,0.09608320010161306,67,127,1,1
72,6.271998968585471,0.2373378221667394,23.275109184179893,24.272290146283932,24.640353715510894,17.4970714924532,36,45.0,271.77691197691195,18.711347376459106,0.10083799044328323,67,134,1,0
73,6.514852412856157,0.5062578578082862,35.4537166384263,35.825735332242154,36.48608098511305,19.13302107527129,7,62.0,265.6729467176921,19.886318577092016,0.10507400898450998,68,101,0,0
74,3.8726366919806248,0.16230753056746744,36.328408229228366,2.6530094647965567,40.17420508366058,2.6530094647965567,24,53.0,255.39431573919273,14.855002676799133,0.08617469812612688,68,113,1,1
75,2.8949218275919018,0.2060085545785447,20.559951634984625,28.961701400205808,33.31648598947235,20.42948201715391,4,29.0,247.97620253164558,14.683401780837224,0.08665312056054035,68,181,0,0
76,4.3931321210307885,0.12519296576581718,13.686141479900012,23.086497009751977,23.086497009751977,13.686141479900012,20,21.0,264.8375068794717,17.47093686875919,0.12236561529472945,68,199,1,0
77,3.631267080142381,0.14769982567032608,21.854323416905974,45.79702733412058,45.79702733412058,19.420919137751007,5,32.0,256.18931475029035,24.602853452787308,0.1152849184156819,70,41,0,0
78,8.171045326594077,0.4207828029658627,40.49349140887842,11.845999429601465,40.49349140887842,11.610590859620581,34,62.0,260.7231698649609,21.930219092026125,0.1174062771566732,70,56,1,1
79,7.7018513228668475,0.4626807305176594,27.334066442799664,41.32672126156618,41.32672126156618,21.285416970828845,3,59.0,249.28571428571428,19.118057235964073,0.15620684530922666,70,60,0,0
80,2.9716187982953715,0.10689629851775258,16.223977448630517,5.672667101974459,16.408161512798017,5.672667101974459,19,19.0,231.1165413533835,17.97615310683613,0.06847499084070917,72,156,0,0
81,5.1471658439003,0.2060370087869851,16.539907946035274,20.700743856933943,20.700743856933943,12.769650439247524,24,24.0,262.1789227166276,23.892094229209214,0.1234746135366096,73,36,1,0
82,9.860391778504372,0.2697299121235716,40.357353216693475,4.618930506071685,40.90875801708863,4.618930506071685,32,57.0,255.3836846213896,20.349319146512013,0.14951752658546585,73,60,1,1
83,6.514852412856157,0.5062578578082862,35.4537166384263,35.825735332242154,36.48608098511305,19.13302107527129,7,62.0,265.6729467176921,19.886318577092016,0.10507400898450998,101,68,0,0
84,6.010912984320989,0.5553510436451143,13.75225430438666,33.84104999290172,33.84104999290172,12.611829031769107,40,53.0,269.6748573935937,19.29517137633689,0.10047098553919677,101,113,0,0
85,2.5847470749206485,0.2390723311684589,38.17654594711511,12.361985412761117,42.869874298398095,12.355929200493625,23,46.0,279.11804853387264,21.911105568296946,0.13666190270779935,101,199,1,1
86,3.8444326305727503,0.20253113439374276,41.403707942235215,9.886871397069196,41.91290970504658,9.886871397069196,27,55.0,347.9886363636364,22.72926665756018,0.14023078291846436,102,6,1,1
87,3.9315588343133294,0.25632561924449554,13.581831778880325,19.152065887870624,23.00193763475527,12.413675136078448,31,33.0,331.45454545454544,18.96204855555573,0.16832636408855006,102,124,1,0
88,3.1764596244979577,0.16440447133391672,18.34106994056714,33.93295908399368,38.620342844167105,18.34106994056714,8,41.0,257.7186611527527,13.844570409574132,0.08406269872978855,113,55,0,0
89,3.8726366919806248,0.16230753056746744,36.328408229228366,2.6530094647965567,40.17420508366058,2.6530094647965567,24,53.0,255.39431573919273,14.855002676799133,0.08617469812612688,113,68,1,1
90,6.010912984320989,0.5553510436451143,13.75225430438666,33.84104999290172,33.84104999290172,12.611829031769107,40,53.0,269.6748573935937,19.29517137633689,0.10047098553919677,113,101,0,0
