,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity,diameter,contrast,centID_i,centID_j,Predicted_Label,Unnamed: 14,Unnamed: 15,True_Label
1594,5.901135075,0.61569338,20.07153801,45.94384427,45.94384427,11.55439584,1,32,103.3452088,21.69354969,0.16767321599999999,7070,7153,0,,,0
1595,8.086199023999999,0.875444777,37.90388073,27.37513355,37.90388073,7.614145789,8,29,104.1564171,22.70052699,0.14258386,7070,7258,0,,,0
1596,5.946718722999999,0.547234946,18.39109333,48.54229204,53.542249399999996,18.39109333,4,21,102.8526646,20.3491815,0.178996677,7070,7431,0,,,0
1597,7.1393329979999995,0.169685047,20.16861726,38.68166284,45.17742799,20.16861726,2,18,103.3770053,19.84690272,0.18668295199999999,7070,7446,0,,,0
1598,6.248851441,0.45175057399999996,21.41770914,22.36067977,28.56158988,14.67977427,3,13,104.19318179999999,24.572712300000003,0.14062859800000002,7070,7490,0,,,0
1599,6.557638677000001,0.523253113,19.47958179,17.91530314,35.73922144,9.060429966000001,4,19,103.8452088,21.671522500000002,0.162736686,7070,7500,0,,,0
1600,8.114416137000001,0.480789991,9.675010713999999,45.89409581,45.89409581,7.689896677999999,8,18,104.2954545,22.86597839,0.157446021,7070,7532,0,,,0
1601,5.198551122,0.536674405,45.60159368,10.05385217,49.63987598,10.05385217,2,15,104.08484849999999,22.92243982,0.136669553,7070,7558,0,,,0
1602,7.528400914,0.528664509,21.03458631,15.87948132,30.82381601,10.47178411,7,18,102.3632479,21.50616547,0.14870650800000002,7071,7315,0,,,0
1603,7.144466861000001,0.306281202,25.363396100000003,28.43375891,28.43375891,10.94502122,4,14,102.0,20.30264156,0.16731211099999999,7071,7349,0,,,0
1604,4.155185521,0.23367287399999997,17.49526759,41.76122604,47.03240612,17.49526759,1,14,102.9841629,21.753754500000003,0.157437776,7071,7368,0,,,0
1605,5.510353796,0.20289369399999999,11.43239177,22.97784423,27.0,11.0,3,12,102.8215812,20.32829321,0.168846457,7071,7432,0,,,0
1606,6.943531007000001,0.175067783,29.82548606,46.14108798,46.14108798,22.18699351,1,11,101.8215812,19.29201051,0.18530671899999998,7071,7485,0,,,0
1607,10.02826182,0.567366429,13.41992429,17.99905468,26.56622116,12.47308624,5,12,106.5,23.97909994,0.131926275,7072,6904,0,,,0
1608,5.338826255,0.240600845,53.57528652,19.88261805,71.38967803,19.88261805,1,15,104.1833333,20.28754581,0.16983955399999998,7072,7067,0,,,0
1609,7.409892276,0.39515478600000004,18.03295205,48.82622246,48.82622246,9.496457051,4,10,100.97375,20.35559841,0.18748624100000003,7077,7292,0,,,0
1610,5.186889293,0.297905518,41.0,28.40465433,44.72135955,13.18281849,1,12,102.13235290000001,17.861187899999997,0.19168361,7093,7127,0,,,0
1611,6.0768500670000005,0.493185004,24.77837897,46.72864698,50.649949,13.56524881,7,17,101.99019609999999,20.02073181,0.181362088,7093,7197,0,,,0
1612,7.42529656,0.785742705,14.29028549,8.517917392000001,20.89800642,7.135126933,7,10,102.4934641,22.56131711,0.143965925,7093,7303,0,,,0
1613,4.806919429,0.29987574899999997,42.72001873,23.41358598,42.72001873,18.74801462,2,16,102.5823529,22.31337803,0.156149011,7093,7325,0,,,0
1614,5.94416567,0.31752624399999996,19.63748466,35.0,52.0101237,11.9870627,4,33,102.11568630000001,20.32334421,0.18157382800000002,7093,7447,0,,,0
1615,6.354041551,0.509776937,17.51875629,14.56516708,25.95285392,7.0571648179999995,11,17,102.6740196,21.0241698,0.162656061,7093,7526,0,,,0
1616,5.8766245029999995,0.275888118,13.28829733,40.19950248,41.76122604,10.31180443,3,15,102.4156863,21.30737085,0.16967297399999998,7093,8096,0,,,0
1617,5.1491021980000005,0.145383912,16.50954359,36.42414679,40.44749683,16.50954359,2,11,101.2762923,18.45686624,0.191765883,7093,8417,0,,,0
1618,8.850873201,0.357260425,19.066827899999996,17.32443694,25.84188723,10.62216511,10,13,101.5906863,20.9921678,0.17134819699999998,7093,8422,0,,,0
1619,5.33379815,0.263676833,21.26645422,48.1765146,48.1765146,21.26645422,1,20,100.975,19.60523085,0.18486278899999997,7094,6740,0,,,0
1620,6.417318455,0.332685192,28.58227982,40.34288356,41.81972268,22.0,1,18,100.75,20.17888559,0.17111132899999998,7094,7175,0,,,0
1621,5.558823076,0.310468411,7.539719475,22.85423776,36.45330964,7.539719475,3,15,102.45,21.87614287,0.15554057699999999,7094,7261,0,,,0
1622,7.949447595,0.43561295,12.88738768,26.97482915,36.42192195,10.0,2,12,101.8840909,19.04237316,0.170390431,7094,7329,0,,,0
1623,3.476150727,0.139255288,21.10233758,34.64357765,34.64357765,17.60358046,5,10,111.7828283,22.33848937,0.068542196,7110,6767,0,,,0
1624,3.12100272,0.22097404,24.43922277,22.18824362,25.53737607,22.18824362,1,10,111.16269840000001,20.91416777,0.07532923700000001,7110,6768,0,,,0
1625,5.141314842,0.556805521,21.5911636,17.40887424,26.39850562,11.98867727,4,14,102.66524220000001,21.06914524,0.171650589,7122,7178,0,,,0
1626,6.255557826,0.7962993209999999,16.98326381,20.404695699999998,20.60081531,11.59857998,5,12,103.2797203,23.23373343,0.150402916,7122,7210,0,,,0
1627,5.186889293,0.297905518,41.0,28.40465433,44.72135955,13.18281849,1,12,102.13235290000001,17.861187899999997,0.19168361,7127,7093,0,,,0
1628,6.601726214,0.651298749,13.4385792,12.47244236,22.31516511,4.3097151689999995,11,12,102.42543859999999,18.46904588,0.189608097,7127,7187,0,,,0
1629,7.276339717000001,0.321694145,25.37907884,30.89978977,45.33190165,12.0,4,17,100.9088127,20.24570805,0.193432386,7139,7227,0,,,0
1630,7.794477859,0.457870391,12.54070599,11.45377482,25.30749353,4.998690334,7,11,101.46963559999999,22.43512792,0.170831459,7139,7293,0,,,0
1631,8.487219746000001,0.46753726700000003,32.27422763,40.11234224,40.31128874,19.64156182,2,15,101.19457740000001,20.87164387,0.174095721,7139,7318,0,,,0
1632,7.418277395,0.277442081,20.94683303,48.90291766,49.38520322,17.36112045,6,18,102.212406,20.66513495,0.15852012099999999,7140,7186,0,,,0
1633,5.936762537000001,0.29415991,27.22626063,36.82081441,47.16990566,20.39700816,1,14,100.7975709,19.9931677,0.187987925,7140,7219,0,,,0
1634,7.610775402000001,0.19576625,21.66877623,32.82386591,35.0142828,21.66877623,1,10,100.7552632,19.85094728,0.18738822800000002,7140,7355,0,,,0
1635,5.693665214,0.337988621,14.08494844,39.9508381,39.9508381,8.772290387,4,10,101.53383459999999,18.6735035,0.190087032,7140,7373,0,,,0
1636,5.421753175,0.73395826,32.00746573,12.66414711,39.68011956,11.18398519,6,11,101.2870813,20.42591344,0.172723503,7140,7390,0,,,0
1637,10.38235804,0.604322156,11.0,27.37627657,36.91886621,11.0,4,12,104.0143678,21.11386658,0.16141687400000002,7152,7056,0,,,0
1638,5.901135075,0.61569338,20.07153801,45.94384427,45.94384427,11.55439584,1,32,103.3452088,21.69354969,0.16767321599999999,7153,7070,0,,,0
1639,6.4432600870000005,0.222322922,40.9989967,43.0,50.0,4.0,11,32,101.99369370000001,18.61800173,0.197724071,7153,7251,0,,,0
1640,8.06735977,0.455408329,20.29680682,47.16990566,51.2249939,12.35735996,4,12,102.9361179,19.97301444,0.162441959,7153,7329,0,,,0
1641,4.748483643,0.165116022,36.62661985,21.79240332,49.0,21.0,2,18,102.0858506,18.69197144,0.19670492399999998,7153,7446,0,,,0
1642,5.958355175,0.282331729,29.98141084,23.32380758,33.08583796,16.75906841,2,13,102.902027,23.41778103,0.15065057,7153,7490,0,,,0
1643,7.079847888,0.23833369899999998,10.14973784,54.54196295,61.74559173,10.14973784,2,22,103.0042998,21.71104711,0.167467993,7153,7532,0,,,0
1644,6.909325131,0.560794683,20.483788600000004,18.5240091,27.18969569,13.10832177,13,15,102.7936937,21.76750854,0.146691525,7153,7558,0,,,0
1645,6.676969993999999,0.360654679,25.6042801,36.12085954,36.12085954,11.74354624,6,11,102.7353604,21.32753228,0.16846454800000002,7153,8201,0,,,0
1646,13.18603302,0.849523824,12.92941034,8.0,43.8634244,5.747906436,7,26,101.7660465,19.95474951,0.178270945,7155,7287,0,,,0
1647,7.348941172000001,0.38826364399999996,13.70442292,25.81782783,28.10173681,13.70442292,4,10,102.130491,21.88522157,0.139862396,7155,7303,0,,,0
1648,10.86186799,0.250714942,31.3805352,36.62651488,44.15155618,20.82891517,1,16,102.2193798,21.63728249,0.15204548199999998,7155,7325,0,,,0
1649,11.07622222,0.687977452,14.16229317,39.76891734,43.46262762,5.297783521,4,18,101.89192890000001,21.74177505,0.147665662,7155,7465,0,,,0
1650,8.185613222,0.550537507,23.85892208,28.80259679,41.84816266,12.76537869,7,33,101.6999354,19.53061815,0.17430993399999997,7155,7485,0,,,0
1651,5.180542546,0.36460830899999996,30.83858056,41.86306419,53.65079342,21.1605512,1,13,102.1091234,22.77720908,0.13996755800000002,7155,7900,0,,,0
1652,11.450600300000001,0.53849022,8.771346513,19.0,26.5122351,8.0,5,13,102.32241009999998,18.52156576,0.17375132100000001,7155,8144,0,,,0
