,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity,diameter,contrast,centID_i,centID_j,Predicted_Label,True_Label
1407,4.740724271284272,0.2735892330951821,25.0,17.35173620193083,31.24011849290921,17.35173620193083,3,12.0,135.87142857142857,21.70979703384248,0.1829774256966389,4815,4923,0,0
1408,3.501473772717172,0.2894179399864508,14.0,9.527642158766508,22.640413912156614,9.527642158766508,6,10.0,134.56666666666666,19.460375121652802,0.20509679084877205,4815,4935,0,0
1409,7.879194391375444,0.2384276865288564,24.017664484096716,56.245153240112344,56.245153240112344,18.066716102024422,1,11.0,139.65797317436662,24.625159852863487,0.15083898548317004,4816,3945,0,0
1410,9.05341497709989,0.7564139978901826,23.07104823978485,24.77201027317041,24.77201027317041,6.290202938113907,8,11.0,141.1931818181818,26.019678625462127,0.13633921124951448,4816,4425,0,0
1411,9.467188011654175,0.4140213353036365,33.498587206082505,23.65833681825945,33.82207581213894,15.164933243286404,5,11.0,141.42657342657344,23.611025102665906,0.1654071369135515,4816,4740,1,0
1412,13.980544173321125,0.8771045229737494,13.601470508735444,16.0,16.928889894497722,8.063384776419033,4,11.0,137.4060606060606,22.545294204621896,0.1693305399728758,4816,4815,0,0
1413,7.539572868516463,0.7025488002497191,15.529535100303205,46.036842711004496,46.036842711004496,13.95308504360876,5,11.0,140.35968379446638,25.08056162607565,0.13760560928318194,4816,4818,0,0
1414,5.386121379925194,0.4706159490842698,21.658695946025976,21.806211741823503,24.909861783795627,12.277392596144571,5,10.0,138.38888888888889,21.82330008978055,0.16589978478120446,4817,4280,1,0
1415,6.454741470230551,0.7044894720364591,33.450571011391204,14.805877715591073,35.67100260395978,13.997571124539931,4,10.0,138.8746031746032,22.89791329254529,0.15252481665501538,4817,4398,0,0
1416,5.968498661166103,0.2870059555527337,22.536897511623273,25.481048875198365,27.144142647073487,12.703747940587848,1,10.0,138.76031746031745,22.119708648010718,0.14721980474518231,4817,4672,0,0
1417,5.311460127501731,0.4393440421844402,17.451782678190426,12.745823117090318,29.787689481559628,12.745823117090318,4,10.0,138.94658119658118,21.936707409950024,0.1665152592076331,4817,4777,0,0
1418,6.564196100062516,0.3282597483361956,15.213576089555511,27.766538766398998,30.119402942742358,10.770282131887145,3,10.0,138.0055555555555,23.16258569075313,0.1535627586804953,4817,4789,0,0
1419,6.150509375490223,0.3589747618699765,21.47303498330655,31.962806073857603,32.469942661580724,16.29359072239714,3,10.0,141.48888888888888,23.56105995748418,0.15401572119621715,4817,4825,0,0
1420,14.690167464482226,0.3775261810798766,32.222037892552926,13.47228175046417,32.222037892552926,13.47228175046417,6,23.0,139.47220242337846,23.939318861949936,0.1528706353732999,4818,3945,1,0
1421,7.327176577667112,0.7734788714484152,38.78615368966642,50.625238612636316,50.625238612636316,2.5590381271173146,9,23.0,141.0074110671937,25.33383763454857,0.13837086113964436,4818,4425,0,0
1422,9.535519832113126,0.4519922543728152,10.494300625915606,65.88690749783561,65.88690749783561,9.001120220483337,10,23.0,138.16387959866222,23.62869975663668,0.149233089230779,4818,4756,0,0
1423,9.579825973370824,0.7336738547091495,25.66700081617743,30.130222199187195,30.130222199187195,11.300319709846347,4,17.0,137.22028985507245,21.859453213708335,0.17136218986300567,4818,4815,0,0
1424,7.539572868516463,0.7025488002497191,15.529535100303205,46.036842711004496,46.036842711004496,13.95308504360876,5,11.0,140.35968379446638,25.08056162607565,0.13760560928318194,4818,4816,0,0
1425,8.60473744864914,0.3826236212841397,29.53161615908433,26.81555189893281,30.454661292483774,13.867075772639135,4,13.0,139.31772575250835,23.182836541292748,0.1652286164040127,4818,4908,1,0
1426,9.55829311657072,0.6254851675024092,13.0,19.45038125660869,26.563229849388147,10.056604621446471,13,15.0,136.32028985507247,23.08654995554615,0.18024076625690047,4818,4920,0,0
1427,8.428423047122266,0.6795771219230173,49.605801097628785,7.6042091418807445,49.605801097628785,7.6042091418807445,7,18.0,138.82505175983437,24.245064455296234,0.1512524950069451,4818,4923,0,0
1428,5.599474283220098,0.4793408329630472,6.921857818003508,62.421226337107754,62.421226337107754,6.921857818003508,3,16.0,140.67786561264822,22.830612148036213,0.1549106744701536,4818,4948,0,0
1429,4.537997861318139,0.7580198987870761,28.261982478963738,29.67092813786857,33.71577406475409,7.983091428967513,2,11.0,138.0369565217391,24.707702490569247,0.13291854033247313,4818,4991,0,0
1430,8.79983674139263,0.2023257071132009,20.274633177672325,58.5204449019553,58.5204449019553,20.274633177672325,1,13.0,140.6922196796339,24.507419312319023,0.13787280104475866,4818,5017,0,0
1431,8.627804930110969,0.14290781413650133,21.919133962449056,49.19491733807861,52.01481155132489,21.919133962449056,1,13.0,138.53432494279176,22.768699239472184,0.15804699486884732,4818,5055,0,0
1432,9.455951981480904,0.202502509078908,37.49488089621021,28.63564212655271,42.00460642002357,18.782170640222077,2,12.0,140.73695652173913,23.53481583124158,0.15068579091474546,4818,5093,0,0
1433,9.134356989961995,0.6538666809233712,18.1717677925436,31.987572645000164,38.60051813123757,9.4841762680175,4,16.0,139.35043478260872,21.538939757738337,0.1907739442975287,4820,4023,0,0
1434,7.496365167231903,0.3570100667717744,54.58360136916133,23.637046670719734,54.58360136916133,13.038404810405297,3,25.0,139.09142857142857,21.5420921785545,0.1725717118707136,4820,4672,1,0
1435,12.656525703415046,0.5956560878324076,24.96316089484417,30.884958944386696,39.21734310225516,9.670496959695834,11,25.0,139.81259259259258,22.491780445825967,0.17738008598228672,4820,4761,0,0
1436,12.77695193513094,0.5872569079173097,20.074873286937034,14.256312625156676,24.92978817638201,9.607834573275703,22,25.0,140.20333333333332,22.187939495457936,0.16841273647026545,4820,4823,1,0
1437,8.256585649839058,0.3090182378308922,31.817854610119422,53.29163297089228,54.571661207604144,17.209797124638747,1,23.0,141.52769230769232,22.58664653577963,0.16429122108891514,4820,4861,0,0
1438,6.0446404733394505,0.55594791544309,32.20098980105021,24.15544577401091,37.12142238654117,17.779502400529,4,14.0,140.6147368421053,21.885152624474664,0.17893933333305803,4820,5061,0,0
1439,7.509183040458133,0.26371024485845423,57.502229074345095,39.21734310225516,57.502229074345095,21.667848170661678,1,10.0,139.45076923076923,21.757556913339833,0.1803704001764232,4820,5109,0,0
