Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,ESTIMATED_DIAMETER,SNR
Cent_1b,286254,16,15.25963306,43.2491529,23.58089406,10.41036855,943.424333,31,7.5,1,-10921639,68.54055167,68,24,154,166485,15.76638103,25.39675781,25.39675781,0.265282924
Cent_1b,286856,16,14.17709923,42.97003137,23.30577144,10.72986074,973.857376,32,7.5,1,-10921639,68.93495266,68,19,150,167443,15.36033053,28.5,28.5,0.259301234
Cent_1b,286955,16,13.95299053,42.43548945,23.1348754,10.66786096,1004.290419,33,7.5,1,-10921639,68.68176204,68,23,160,166828,14.78245601,15.2293206,15.2293206,0.307736101
Cent_1b,287149,16,11.76231384,42.61947504,22.95223745,10.68934745,1034.723462,34,7.5,1,-10921639,67.75504323,67,3,128,164577,14.67190956,27.10268035,27.10268035,0.223723478
Cent_1b,287052,16,13.67820168,42.50725359,22.44415045,10.67498174,1065.156505,35,7.5,1,-10921639,68.28447921,68,16,143,165863,15.15885712,6.973881448,6.973881448,0.26328316
Cent_1b,287242,16,12.88162422,42.35092935,22.40727714,10.65598835,1095.589548,36,7.5,1,-10921639,68.09263071,67,13,136,165397,14.88077492,28.5,28.5,0.251338537
Cent_1b,287433,16,13.76826096,41.83402133,22.18983633,10.79178602,1126.022591,37,7.5,1,-10921639,68.42857143,68,20,139,166213,14.64636487,28.5,28.5,0.328210446
Cent_1b,287338,16,11.55854988,41.67400941,22.23009268,10.83132756,1156.455634,38,7.5,1,-10921639,67.05640181,66,22,140,162880,14.8266934,24.30276569,24.30276569,0.210083676
Cent_1b,287530,16,12.74940205,41.63221325,22.15968102,10.81695328,1186.888677,39,7.5,1,-10921639,67.94195142,67,22,149,165031,14.82985344,20.62619178,20.62619178,0.259822973
Cent_1b,287621,16,9.445711136,41.74060235,22.36646702,10.79757614,1217.32172,40,7.5,1,-10921639,67.03581721,67,20,136,162830,14.18316698,25.24874977,25.24874977,0.23060478
Cent_1b,287722,16,10.3037672,41.92991189,23.08993339,10.76925888,1247.754763,41,7.5,1,-10921639,66.8340881,66,22,142,162340,14.52240979,13.58014496,13.58014496,0.215132082
Cent_1b,288163,16,9.615193367,41.85862886,23.2188052,10.58918337,1278.187806,42,7.5,1,-10921639,67.12227254,67,23,143,163040,14.02690233,22.37500006,22.37500006,0.228553824
Cent_1b,287986,16,8.00810051,41.88552944,23.37454623,11.13212431,1308.620849,43,7.5,1,-10921639,65.83244133,65,20,136,159907,13.87480507,23.68809464,23.68809464,0.162970367
Cent_1b,287809,16,8.882497787,42.32941602,23.81420216,10.91918687,1339.053892,44,7.5,1,-10921639,66.91436805,67,16,131,162535,13.83308637,21.59489587,21.59489587,0.217818982
Cent_1b,288250,16,8.495018005,42.19684543,24.32337333,10.57491833,1369.486935,45,7.5,1,-10921639,66.05475504,66,18,121,160447,13.72607575,25.22973234,25.22973234,0.189783104
Cent_1b,287899,16,7.774199963,42.14040428,24.11765092,10.50533267,1399.919978,46,7.5,1,-10921639,66.124331,66,21,126,160616,13.64775829,28.5,28.5,0.159952838
Cent_1b,288075,16,7.820204735,41.83844683,23.42331606,10.94384874,1430.353021,47,7.5,1,-10921639,65.75216138,66,11,122,159712,13.80967358,26.7081393,26.7081393,0.166963899
Cent_1b,288344,16,7.613488197,41.49273287,23.75950162,11.12105589,1460.786064,48,7.5,1,-10921639,65.17990943,65,20,120,158322,13.48194808,10.39492481,10.39492481,0.138213773
Cent_1b,288430,16,6.891266823,40.97649967,23.52420165,11.25308776,1491.219107,49,7.5,1,-10921639,65.54096336,65,23,121,159199,13.61634796,23.66860735,23.66860735,0.147540542
Cent_1b,288511,16,7.108550549,41.01313241,23.34774222,11.10788833,1521.65215,50,7.5,1,-10921639,65.43227666,66,20,118,158935,13.66497389,10.70281746,10.70281746,0.142010733
Cent_1b,288596,16,6.354328156,41.22390437,23.69144675,10.95186485,1552.085193,51,7.5,1,-10921639,65.58419103,65,18,119,159304,13.65936555,28.5,28.5,0.124720173
Cent_1b,288765,16,6.264480591,41.77467783,24.44964023,10.90046815,1582.518236,52,7.5,1,-10921639,65.53931659,66,12,109,159195,13.34029791,14.99947682,14.99947682,0.15074778
Cent_1b,288849,16,6.155613899,42.20479031,24.66193461,10.79722175,1612.951279,53,7.5,1,-10921639,65.28200906,65,25,138,158570,13.63842063,25.23941496,25.23941496,0.109174813
Cent_1b,288681,16,7.080740929,42.2990367,24.48191122,10.5162307,1643.384322,54,7.5,1,-10921639,66.60354055,66,24,121,161780,13.58482427,26.24724156,26.24724156,0.209311981
Cent_1b,289007,16,7.216657162,41.7515097,24.12487731,10.55563546,1704.250408,56,7.5,1,-10921639,66.03005352,66,24,117,160387,13.58248348,25.62346252,25.62346252,0.159283163
Cent_1b,289096,16,8.427910805,41.63145099,23.98528947,10.27303157,1734.683451,57,7.5,1,-10921639,66.90778098,67,24,115,162519,13.89685087,26.96485528,26.96485528,0.210215722
Cent_1b,289175,16,7.50191927,41.96709576,24.52221064,9.682482944,1765.116494,58,7.5,1,-10921639,67.15397283,67,18,121,163117,13.48094045,21.52235992,21.52235992,0.199104876
Cent_1b,289260,16,7.070650101,41.9056203,24.3300487,10.04081798,1795.549537,59,7.5,1,-10921639,66.87484562,67,24,112,162439,13.46002002,14.08867036,14.08867036,0.193326529
Cent_1b,289343,16,6.704125881,41.65560773,23.62039669,9.892065776,1825.98258,60,7.5,1,-10921639,67.22560725,67,23,124,163291,13.37598427,27.19666089,27.19666089,0.197704788
Cent_1b,289585,16,7.629636288,40.83431188,23.62429334,9.939052673,1886.848666,62,7.5,1,-10921639,67.29765336,67,19,118,163466,13.60007445,22.65014759,22.65014759,0.196509383
Cent_2a,284064,10,11.24985123,48.8998353,29.54262126,9.217251619,0,0,7.5,1,-10921639,67.43104158,67,23,140,163790,14.57409772,25.50253738,25.50253738,0.25376356
Cent_2a,283868,10,12.55906773,48.78217747,29.82863539,8.976446678,30.433043,1,7.5,1,-10921639,67.21407987,67,26,152,163263,14.70535264,27.08649453,27.08649453,0.271556842
Cent_2a,283665,10,11.99275112,49.05255594,29.86264132,8.938500436,60.866086,2,7.5,1,-10921639,67.38287361,67,23,128,163673,14.46212926,5.844352989,5.844352989,0.273940471
Cent_2a,283769,10,12.27339363,49.08158962,29.81843717,8.751802833,91.299129,3,7.5,1,-10921639,67.17332235,67,19,127,163164,14.38640717,19.26285049,19.26285049,0.283131725
Cent_2a,284276,10,12.29400539,50.16746389,29.97498384,8.988471654,121.732172,4,7.5,1,-10921639,67.21943186,66,20,134,163276,14.73885867,26.96415326,26.96415326,0.259155351
Cent_2a,284168,10,12.9415369,50.34987705,30.08093338,8.756739288,152.165215,5,7.5,1,-10921639,67.47920955,67,21,137,163907,14.99157094,28.5,28.5,0.280005884
Cent_2a,283967,10,14.22825527,50.52766907,30.10144624,8.707391409,182.598258,6,7.5,1,-10921639,67.61383285,67,16,140,164234,15.15735389,7.131276809,7.131276809,0.292974735
Cent_2a,283557,10,14.42125416,50.80320222,29.96906494,8.77171902,213.031301,7,7.5,1,-10921639,67.40139975,67,23,141,163718,14.97193469,7.402077025,7.402077025,0.294733659
Cent_2a,284801,10,13.77460957,50.43884418,29.72470706,8.78396431,243.464344,8,7.5,1,-10921639,67.59983532,67,24,145,164200,14.59439309,6.949788613,6.949788613,0.290414811
Cent_2a,284382,10,12.64672375,50.58444488,29.90053659,8.793259897,273.897387,9,7.5,1,-10921639,66.62206669,66,20,150,161825,14.54347934,7.287951552,7.287951552,0.262267978
Cent_2a,284588,10,15.58927917,51.37582664,30.05261542,8.913201473,304.33043,10,7.5,1,-10921639,67.86825854,67,19,148,164852,15.48475153,7.238748745,7.238748745,0.319059355
Cent_2a,284908,10,15.60216808,51.47570062,30.19493512,8.945092835,334.763473,11,7.5,1,-10921639,68.07533965,68,18,149,165355,15.57919679,28.5,28.5,0.343963367
Cent_2a,284486,10,16.57221413,51.54094882,29.90459939,8.891020763,365.196516,12,7.5,1,-10921639,68.26677645,67,27,168,165820,16.06370053,27.23266663,27.23266663,0.314537008
Cent_2a,284696,10,16.61950684,52.10767896,29.7082258,8.95517103,395.629559,13,7.5,1,-10921639,68.53478798,67,21,187,166471,15.69995528,7.017790915,7.017790915,0.334398866
Cent_2a,285116,10,17.5330143,51.87673343,29.44392795,8.88142344,426.062602,14,7.5,1,-10921639,69.32729518,69,24,167,168396,15.70567952,22.60153254,22.60153254,0.36703158
Cent_2a,285011,10,16.99069977,51.70908645,29.37447771,9.131095434,456.495645,15,7.5,1,-10921639,68.54672705,68,25,169,166500,15.56227785,7.358887517,7.358887517,0.335320878
Cent_2a,285326,10,18.06226349,52.41250661,29.134717,9.111936853,486.928688,16,7.5,1,-10921639,69.03005352,68,22,153,167674,16.25779253,7.061056547,7.061056547,0.348608771
Cent_2a,285540,10,17.80210686,53.02336316,29.14620129,9.214818527,517.361731,17,7.5,1,-10921639,69.37052285,68,22,177,168501,15.94007168,28.5,28.5,0.36801293
Cent_2a,285220,10,16.55557251,52.68227166,28.95309366,9.413532662,547.794774,18,7.5,1,-10921639,68.36311239,67,20,158,166054,16.02430371,7.364481948,7.364481948,0.312465266
Cent_2a,285642,10,16.17993927,52.56835547,28.58668077,9.625475383,578.227817,19,7.5,1,-10921639,68.95224372,68,22,149,167485,15.68281755,7.236535321,7.236535321,0.321461937
Cent_2a,285445,10,16.50861168,52.36911154,28.3261407,9.81331206,608.66086,20,7.5,1,-10921639,69.14573899,68,27,176,167955,15.95362937,28.5,28.5,0.308892798
Cent_2a,285847,10,13.93073654,52.77646911,28.15293512,10.13369741,639.093903,21,7.5,1,-10921639,69.67229312,69,13,151,169234,15.19517646,25.69758446,25.69758446,0.296536389
Cent_2a,285950,10,15.82155609,52.47630742,28.12949377,9.847406874,669.526946,22,7.5,1,-10921639,70.28406752,69,23,171,170720,15.64292127,26.77010985,26.77010985,0.33930345
Cent_2a,285749,10,17.6975956,52.26421352,27.93195508,9.785470865,699.959989,23,7.5,1,-10921639,70.32606011,69,22,158,170822,16.23765226,7.249507061,7.249507061,0.348982267
Cent_2a,286352,10,15.81701088,52.52204473,28.11428254,10.01437791,730.393032,24,7.5,1,-10921639,68.73610539,68,22,156,166960,15.92677648,28.5,28.5,0.278205713
Cent_2a,286053,10,17.47545624,52.28540189,28.01959167,9.965044188,760.826075,25,7.5,1,-10921639,68.64717991,67,20,164,166744,16.90764517,26.96908071,26.96908071,0.266685971
Cent_2a,286757,10,18.12303352,52.33239543,28.1866665,9.569613311,791.259118,26,7.5,1,-10921639,68.98312063,68,14,161,167560,16.84482317,28.5,28.5,0.310297018
Cent_2a,286452,10,19.68107414,52.57855469,27.96829035,9.659910864,821.692161,27,7.5,1,-10921639,69.80979827,68,27,172,169568,17.14683806,27.15950549,27.15950549,0.338385578
Cent_2a,286153,10,16.82853127,52.38909259,27.61409287,9.479695279,852.125204,28,7.5,1,-10921639,69.00123508,68,23,166,167604,16.28260253,26.75116333,26.75116333,0.275393565
Cent_2a,286655,10,17.08311653,52.27988041,27.35179258,9.504306259,882.558247,29,7.5,1,-10921639,69.78180321,69,18,159,169500,15.70475583,28.5,28.5,0.350317771
Cent_2a,286560,10,17.29258919,52.09684874,26.74284078,9.751982332,912.99129,30,7.5,1,-10921639,70.37052285,70,22,167,170930,16.52119762,26.91920066,26.91920066,0.307439188
